Gene ID, 4-cell embryo, proliferating embryo, late cleavage stage embryo, gastrulating embryo, enclosing embryo, 3-fold embryo, elongating embryo, fully-elongated embryo, L1 larva, L2 larva, L2d-dauer molt, dauer larva, post dauer stage, L3 larva, L4 larva, newly molted young adult, adult
21ur-5407,,,,,,,,,,,,,,,,,
21ur-186,,,,,,,,,,,,,,,,,
21ur-2223,,,,,,,,,,,,,,,,,
21ur-1401,,,,,,,,,,,,,,,,,
21ur-4082,,,,,,,,,,,,,,,,,
21ur-2526,,,,,,,,,,,,,,,,,
21ur-2964,,,,,,,,,,,,,,,,,
21ur-3057,,,,,,,,,,,,,,,,,
21ur-2619,13,,,,,20,,,5,,,,,,,,
21ur-3476,,,,,,,,,,,,,,,,,
21ur-1476,,,,,,,,,,,,,,,,,
21ur-1822,,,,,,,,,,,,,,,,,
21ur-864,,,,,,,,,,,,,,,,,
21ur-2325,,,,,,,,,,,,,,,,,
21ur-5378,,,,,,5,,,,,,,,,,,
21ur-2590,,,,,,,,,,,,,,,,,
21ur-2644,,,,,,,,,,,,,,,,,
21ur-693,,,,,,,,,,,,,,,,,
21ur-1382,,,,,,7,,,,,,,,,,,
21ur-1160,,,,,,,,,,,,,,,,,
21ur-965,,,,,,,,,,,,,,,,,
21ur-2389,,,,,,,,,,,,,,,,,
21ur-5389,,,,,,,,,,,,,,,,,
21ur-860,,,,,,,,,,,,,,,,,
21ur-1504,,,,,,,,,,,,,,,,,
21ur-3939,,,,,,,,,,,,,,,,,
21ur-4768,,,,,,,,,,,,,,,,,
21ur-4978,,,,,,,,,,,,,,,,,
21ur-3741,,,,,,,,,,,,,,,,,
21ur-3228,,,,,,,,,,,,,,,,,
21ur-3202,,,,,,,,,,,,,,,,,
21ur-2482,,,,,,,,,,,,,,,,,
21ur-1615,,,,,,,,,,,,,,,,,
21ur-3310,,,,,,,,,,,,,,,,,
21ur-3496,6,,,,,2,,,,,,,,,,,
21ur-2857,,,,,,,,,,,,,,,,,
21ur-3752,,,,,,,,,,,,,,,,,
21ur-2263,,,,,,,,,,,,,,,,,
21ur-4379,33,,,,,0.2,,,,,,,,,,,
21ur-4525,,,,,,,,,,,,,,,,,
21ur-2118,,,,,,,,,,,,,,,,,
21ur-3012,,,,,,,,,,,,,,,,,
21ur-3104,,,,,,,,,,,,,,,,,
21ur-3153,,,,,,,,,,,,,,,,,
21ur-504,,,,,,,,,,,,,,,,,
21ur-3276,,,,,,,,,,,,,,,,,
21ur-4991,,,,,,,,,,,,,,,,,
21ur-1802,,,,,,,,,,,,,,,,,
21ur-1898,,,,,,,,,,,,,,,,,
21ur-916,,,,,,,,,,,,,,,,,
21ur-4487,,,,,,,,,,,,,,,,,
21ur-427,,,,,,,,,,,,,,,,,
21ur-5025,,,,,,,,,,,,,,,,,
21ur-2464,,,,,,,,,,,,,,,,,
21ur-2765,,,,,,,,,,,,,,,,,
21ur-2156,,,,,,,,,,,,,,,,,
21ur-1809,,,,,,,,,,,,,,,,,
21ur-70,,,,,,,,,,,,,,,,,
21ur-1722,,,,,,,,,,,,,,,,,
21ur-3058,2,,,,,11,,,52,2,2,2,,79,27,,8
21ur-1817,,,,,,,,,,,,,,,,,
21ur-1329,,,,,,,,,,,,,,,,,
21ur-598,2,,,,,3,,,1,13,13,,,,,,
21ur-3502,,,,,,,,,,,,,,,,,
21ur-3372,,,,,,,,,,,,,,,,,
21ur-3517,,,,,,,,,,,,,,,,,
21ur-1758,,,,,,,,,,,,,,,,,
21ur-221,,,,,,,,,,,,,,,,,
21ur-3110,96,,,,,4,,,1,5,,,,,,,
21ur-1285,,,,,,,,,,,,,,,,,
21ur-5230,,,,,,,,,,,,,,,,,
21ur-5030,,,,,,,,,,,,,,,,,
21ur-1707,,,,,,,,,,,,,,,,,
21ur-2492,,,,,,,,,,,,,,,,,
21ur-1106,,,,,,,,,,,,,,,,,
21ur-5306,,,,,,,,,,,,,,,,,
21ur-3444,67,,,,,4,,,,,,,,,,,
21ur-4280,,,,,,,,,,,,,,,,,
21ur-4415,,,,,,,,,,,,,,,,,
21ur-4199,,,,,,,,,,,,,,,,,
21ur-1779,,,,,,,,,,,,,,,,,
21ur-384,,,,,,,,,,,,,,,,,
21ur-3968,,,,,,,,,,,,,,,,,
21ur-2777,,,,,,,,,,,,,,,,,
21ur-2176,,,,,,,,,,,,,,,,,
21ur-602,,,,,,,,,,,,,,,,,
21ur-87,,,,,,,,,,,,,,,,,
21ur-4695,,,,,,,,,,,,,,,,,
21ur-3580,,,,,,,,,,,,,,,,,
21ur-4216,,,,,,,,,,,,,,,,,
21ur-522,,,,,,,,,,,,,,,,,
21ur-442,,,,,,,,,,,,,,,,,
21ur-784,,,,,,,,,,,,,,,,,
21ur-1982,,,,,,,,,,,,,,,,,
21ur-1588,,,,,,,,,,,,,,,,,
21ur-2910,,,,,,,,,,,,,,,,,
21ur-4935,,,,,,,,,,,,,,,,,
21ur-2348,,,,,,6,,,,,,,,,,,
21ur-3203,,,,,,,,,,,,,,,,,
21ur-924,,,,,,,,,,,,,,,,,
21ur-2055,,,,,,,,,,,,,,,,,
21ur-550,,,,,,,,,,,,,,,,,
21ur-1350,13,,,,,0.5,,,2,2,6,,,,,,
21ur-4157,,,,,,,,,,,,,,,,,
21ur-3065,1,,,,,0.3,,,,,,,,,,,
21ur-5034,,,,,,,,,,,,,,,,,
21ur-1116,,,,,,,,,,,,,,,,,
21ur-3265,,,,,,,,,,,,,,,,,
21ur-4241,,,,,,,,,,,,,,,,,
21ur-3400,,,,,,,,,,,,,,,,,
21ur-2958,,,,,,,,,,,,,,,,,
21ur-2207,,,,,,,,,,,,,,,,,
21ur-4181,,,,,,,,,,,,,,,,,
21ur-1173,20,,,,,4,,,,,,,,,,,
21ur-1363,,,,,,,,,,,,,,,,,
21ur-3643,,,,,,,,,,,,,,,,,
21ur-696,,,,,,,,,,,,,,,,,
21ur-801,,,,,,,,,,,,,,,,,
21ur-5141,7,,,,,15,,,4,4,2,,,67,,,
21ur-2927,,,,,,,,,,,,,,,,,
21ur-1535,,,,,,,,,,,,,,,,,
21ur-3793,,,,,,,,,,,,,,,,,
21ur-280,,,,,,,,,,,,,,,,,
21ur-4345,,,,,,,,,,,,,,,,,
21ur-4999,,,,,,,,,,,,,,,,,
21ur-4688,,,,,,,,,,,,,,,,,
21ur-3091,,,,,,,,,,,,,,,,,
21ur-1300,,,,,,,,,,,,,,,,,
21ur-898,,,,,,1,,,,,,,,,,,
21ur-1516,,,,,,,,,,,,,,,,,
21ur-2414,,,,,,,,,,,,,,,,,
21ur-2446,,,,,,,,,,,,,,,,,
21ur-4334,,,,,,,,,,,,,,,,,
21ur-875,,,,,,,,,,,,,,,,,
21ur-2101,,,,,,,,,,,,,,,,,
21ur-3775,,,,,,,,,,,,,,,,,
21ur-982,,,,,,,,,,,,,,,,,
21ur-4602,,,,,,,,,,,,,,,,,
21ur-2183,,,,,,,,,,,,,,,,,
21ur-857,,,,,,,,,,,,,,,,,
21ur-1376,,,,,,,,,,,,,,,,,
21ur-950,,,,,,,,,,,,,,,,,
21ur-2065,,,,,,,,,,,,,,,,,
21ur-1322,,,,,,,,,,,,,,,,,
21ur-4429,,,,,,,,,,,,,,,,,
21ur-4679,,,,,,,,,,,,,,,,,
21ur-4789,,,,,,,,,,,,,,,,,
21ur-1280,,,,,,,,,,,,,,,,,
21ur-827,,,,,,,,,,,,,,,,,
21ur-1041,,,,,,27,,,,,,,,,,,
21ur-5352,,,,,,,,,,,,,,,,,
21ur-2576,,,,,,,,,,,,,,,,,
21ur-1490,,,,,,,,,,,,,,,,,
21ur-432,,,,,,,,,,,,,,,,,
21ur-4559,,,,,,,,,,,,,,,,,
21ur-1123,,,,,,,,,,,,,,,,,
21ur-1670,,,,,,,,,,,,,,,,,
21ur-1417,,,,,,,,,,,,,,,,,
21ur-5329,,,,,,,,,,,,,,,,,
21ur-2735,,,,,,,,,,,,,,,,,
21ur-190,,,,,,,,,,,,,,,,,
21ur-1805,,,,,,,,,,,,,,,,,
21ur-2394,,,,,,,,,,,,,,,,,
21ur-2588,,,,,,,,,,,,,,,,,
21ur-2724,,,,,,,,,,,,,,,,,
21ur-4007,,,,,,,,,,,,,,,,,
21ur-1096,,,,,,,,,,,,,,,,,
21ur-4810,,,,,,,,,,,,,,,,,
21ur-1089,,,,,,,,,,,,,,,,,
21ur-5363,,,,,,,,,,,,,,,,,
21ur-1167,,,,,,,,,,,,,,,,,
21ur-4732,,,,,,,,,,,,,,,,,
21ur-1821,,,,,,,,,,,,,,,,,
21ur-2616,,,,,,,,,,,,,,,,,
21ur-1012,,,,,,,,,,,,,,,,,
21ur-5179,,,,,,,,,,,,,,,,,
21ur-4137,6,,,,,1,,,,,,,,,,,
21ur-5151,,,,,,,,,,,,,,,,,
21ur-3758,,,,,,,,,,,,,,,,,
21ur-3326,,,,,,,,,,,,,,,,,
21ur-588,,,,,,,,,,,,,,,,,
21ur-2694,,,,,,,,,,,,,,,,,
21ur-4779,,,,,,,,,,,,,,,,,
21ur-2937,,,,,,,,,,,,,,,,,
21ur-5451,2,,,,,2,,,10,20,,,,,,,
21ur-4387,,,,,,,,,,,,,,,,,
21ur-966,,,,,,,,,,,,,,,,,
21ur-1818,,,,,,,,,,,,,,,,,
21ur-307,,,,,,,,,,,,,,,,,
21ur-4264,,,,,,,,,,,,,,,,,
21ur-4861,,,,,,,,,,,,,,,,,
21ur-1188,,,,,,,,,,,,,,,,,
21ur-3497,,,,,,,,,,,,,,,,,
21ur-300,,,,,,,,,,,,,,,,,
21ur-4762,,,,,,,,,,,,,,,,,
21ur-5010,,,,,,,,,,,,,,,,,
21ur-3359,,,,,,,,,,,,,,,,,
21ur-2460,,,,,,,,,,,,,,,,,
21ur-815,,,,,,,,,,,,,,,,,
21ur-2496,,,,,,,,,,,,,,,,,
21ur-1128,,,,,,,,,,,,,,,,,
21ur-2008,,,,,,,,,,,,,,,,,
21ur-2077,,,,,,,,,,,,,,,,,
21ur-1719,,,,,,,,,,,,,,,,,
21ur-3527,,,,,,,,,,,,,,,,,
21ur-1015,,,,,,,,,,,,,,,,,
21ur-4992,,,,,,,,,,,,,,,,,
21ur-5091,,,,,,,,,,,,,,,,,
21ur-4844,,,,,,,,,,,,,,,,,
21ur-2732,,,,,,,,,,,,,,,,,
21ur-2070,,,,,,,,,,,,,,,,,
21ur-4205,,,,,,,,,,,,,,,,,
21ur-3141,,,,,,,,,,,,,,,,,
21ur-5056,,,,,,,,,,,,,,,,,
21ur-1166,,,,,,,,,,,,,,,,,
21ur-1213,,,,,,,,,,,,,,,,,
21ur-2626,,,,,,,,,,,,,,,,,
21ur-5318,,,,,,,,,,,,,,,,,
21ur-3849,,,,,,,,,,,,,,,,,
21ur-4141,,,,,,,,,,,,,,,,,
21ur-2604,,,,,,,,,,,,,,,,,
21ur-1381,,,,,,,,,,,,,,,,,
21ur-2668,,,,,,,,,,,,,,,,,
21ur-2237,,,,,,,,,,,,,,,,,
21ur-795,15,,,,,5,,,3,25,2,,,1,,,
21ur-424,,,,,,,,,,,,,,,,,
21ur-278,,,,,,,,,,,,,,,,,
21ur-3801,,,,,,,,,,,,,,,,,
21ur-5408,,,,,,,,,,,,,,,,,
21ur-4889,2,,,,,0.5,,,7,12,80,,,,,,
21ur-3339,,,,,,,,,,,,,,,,,
21ur-5415,,,,,,,,,,,,,,,,,
21ur-395,,,,,,,,,,,,,,,,,
21ur-2190,,,,,,,,,,,,,,,,,
21ur-1593,,,,,,,,,,,,,,,,,
21ur-2269,,,,,,,,,,,,,,,,,
21ur-5330,,,,,,,,,,,,,,,,,
21ur-2753,,,,,,,,,,,,,,,,,
21ur-1247,,,,,,,,,,,,,,,,,
21ur-30,,,,,,,,,,,,,,,,,
21ur-882,,,,,,,,,,,,,,,,,
21ur-2384,,,,,,,,,,,,,,,,,
21ur-2074,,,,,,,,,,,,,,,,,
21ur-2317,,,,,,,,,,,,,,,,,
21ur-3867,,,,,,,,,,,,,,,,,
21ur-2858,,,,,,,,,,,,,,,,,
21ur-3506,,,,,,,,,,,,,,,,,
21ur-4544,,,,,,,,,,,,,,,,,
21ur-2036,,,,,,,,,,,,,,,,,
21ur-3421,,,,,,,,,,,,,,,,,
21ur-4713,,,,,,2,,,,,,,,,,,
21ur-1955,,,,,,,,,,,,,,,,,
21ur-4431,,,,,,,,,,,,,,,,,
21ur-3547,,,,,,,,,,,,,,,,,
21ur-4223,,,,,,,,,,,,,,,,,
21ur-2709,,,,,,,,,,,,,,,,,
21ur-1792,,,,,,,,,,,,,,,,,
21ur-2673,,,,,,,,,,,,,,,,,
21ur-2943,,,,,,,,,,,,,,,,,
21ur-1794,,,,,,,,,,,,,,,,,
21ur-2320,,,,,,,,,,,,,,,,,
21ur-2227,,,,,,,,,,,,,,,,,
21ur-932,,,,,,,,,,,,,,,,,
21ur-3751,,,,,,,,,,,,,,,,,
21ur-1672,,,,,,,,,,,,,,,,,
21ur-2510,,,,,,,,,,,,,,,,,
21ur-1952,,,,,,,,,,,,,,,,,
21ur-3315,,,,,,,,,,,,,,,,,
21ur-2520,,,,,,,,,,,,,,,,,
21ur-1115,,,,,,,,,,,,,,,,,
21ur-4035,,,,,,,,,,,,,,,,,
21ur-4879,,,,,,,,,,,,,,,,,
21ur-2761,,,,,,,,,,,,,,,,,
21ur-1856,,,,,,,,,,,,,,,,,
21ur-323,,,,,,,,,,,,,,,,,
21ur-3092,,,,,,,,,,,,,,,,,
21ur-3625,,,,,,,,,,,,,,,,,
21ur-4425,,,,,,,,,,,,,,,,,
21ur-2112,,,,,,,,,,,,,,,,,
21ur-3255,,,,,,,,,,,,,,,,,
21ur-4634,,,,,,,,,,,,,,,,,
21ur-2335,,,,,,,,,,,,,,,,,
21ur-461,,,,,,,,,,,,,,,,,
21ur-1393,,,,,,,,,,,,,,,,,
21ur-466,,,,,,,,,,,,,,,,,
21ur-1787,,,,,,,,,,,,,,,,,
21ur-1648,,,,,,,,,,,,,,,,,
21ur-493,,,,,,,,,,,,,,,,,
21ur-1928,,,,,,,,,,,,,,,,,
21ur-37,,,,,,,,,,,,,,,,,
21ur-1828,,,,,,,,,,,,,,,,,
21ur-2792,,,,,,,,,,,,,,,,,
21ur-3748,,,,,,,,,,,,,,,,,
21ur-272,,,,,,,,,,,,,,,,,
21ur-2596,,,,,,,,,,,,,,,,,
21ur-640,6,,,,,8,,,1,0.5,,,,,,,
21ur-3745,,,,,,,,,,,,,,,,,
21ur-657,,,,,,,,,,,,,,,,,
21ur-251,,,,,,,,,,,,,,,,,
21ur-1200,,,,,,,,,,,,,,,,,
21ur-5226,,,,,,,,,,,,,,,,,
21ur-2469,,,,,,,,,,,,,,,,,
21ur-3125,,,,,,,,,,,,,,,,,
21ur-3480,,,,,,,,,,,,,,,,,
21ur-3949,,,,,,,,,,,,,,,,,
21ur-1888,,,,,,,,,,,,,,,,,
21ur-4287,,,,,,,,,,,,,,,,,
21ur-3207,,,,,,,,,,,,,,,,,
21ur-3563,,,,,,,,,,,,,,,,,
21ur-4087,,,,,,,,,,,,,,,,,
21ur-1440,,,,,,,,,,,,,,,,,
21ur-5369,,,,,,,,,,,,,,,,,
21ur-3165,,,,,,1,,,,,,,,,,,
21ur-4611,69,,,,,5,,,3,3,20,,,2,,,
21ur-1334,,,,,,10,,,,,,,,,,,
21ur-4983,,,,,,,,,,,,,,,,,
21ur-4194,,,,,,,,,,,,,,,,,
21ur-3259,,,,,,,,,,,,,,,,,
21ur-2434,,,,,,,,,,,,,,,,,
21ur-4573,,,,,,,,,,,,,,,,,
21ur-3660,,,,,,,,,,,,,,,,,
21ur-555,,,,,,,,,,,,,,,,,
21ur-3840,,,,,,,,,,,,,,,,,
21ur-1143,,,,,,,,,,,,,,,,,
21ur-3345,,,,,,,,,,,,,,,,,
21ur-3864,,,,,,,,,,,,,,,,,
21ur-3824,,,,,,,,,,,,,,,,,
21ur-1804,,,,,,,,,,,,,,,,,
21ur-2068,,,,,,,,,,,,,,,,,
21ur-494,,,,,,,,,,,,,,,,,
21ur-706,,,,,,,,,,,,,,,,,
21ur-4841,3,,,,,19,,,20,,,,,,,,
21ur-4364,,,,,,,,,,,,,,,,,
21ur-2835,,,,,,,,,,,,,,,,,
21ur-2973,,,,,,,,,,,,,,,,,
21ur-3799,,,,,,,,,,,,,,,,,
21ur-3644,,,,,,,,,,,,,,,,,
21ur-354,,,,,,,,,,,,,,,,,
21ur-5359,,,,,,,,,,,,,,,,,
21ur-5100,,,,,,,,,,,,,,,,,
21ur-1095,,,,,,,,,,,,,,,,,
21ur-4626,,,,,,,,,,,,,,,,,
21ur-1296,20,,,,,1,,,6,1,11,,,8,54,,0.9
21ur-4855,,,,,,,,,,,,,,,,,
21ur-5406,,,,,,,,,,,,,,,,,
21ur-4791,,,,,,,,,,,,,,,,,
21ur-2769,,,,,,,,,,,,,,,,,
21ur-4006,,,,,,,,,,,,,,,,,
21ur-321,,,,,,,,,,,,,,,,,
21ur-2674,,,,,,,,,,,,,,,,,
21ur-4946,,,,,,,,,,,,,,,,,
21ur-3931,,,,,,,,,,,,,,,,,
21ur-2869,,,,,,,,,,,,,,,,,
21ur-2585,,,,,,,,,,,,,,,,,
21ur-651,,,,,,,,,,,,,,,,,
21ur-3603,,,,,,,,,,,,,,,,,
21ur-1035,,,,,,,,,,,,,,,,,
21ur-4245,,,,,,,,,,,,,,,,,
21ur-4403,,,,,,,,,,,,,,,,,
21ur-4505,,,,,,,,,,,,,,,,,
21ur-3589,20,,,,,3,,,2,0.9,,,,,,,
21ur-4668,,,,,,,,,,,,,,,,,
21ur-4770,,,,,,,,,,,,,,,,,
21ur-166,,,,,,,,,,,,,,,,,
21ur-2641,,,,,,,,,,,,,,,,,
21ur-568,,,,,,,,,,,,,,,,,
21ur-1883,,,,,,,,,,,,,,,,,
21ur-3696,,,,,,,,,,,,,,,,,
21ur-4462,,,,,,,,,,,,,,,,,
21ur-5255,,,,,,,,,,,,,,,,,
21ur-904,,,,,,,,,,,,,,,,,
21ur-4687,,,,,,,,,,,,,,,,,
21ur-5099,,,,,,,,,,,,,,,,,
21ur-1728,,,,,,,,,,,,,,,,,
21ur-2052,,,,,,,,,,,,,,,,,
21ur-3180,,,,,,,,,,,,,,,,,
21ur-441,,,,,,,,,,,,,,,,,
21ur-4921,2,,,,,2,,,1,100,,,,,,,
21ur-3802,,,,,,,,,,,,,,,,,
21ur-1734,,,,,,,,,,,,,,,,,
21ur-2571,,,,,,,,,,,,,,,,,
21ur-5149,,,,,,,,,,,,,,,,,
21ur-1933,,,,,,,,,,,,,,,,,
21ur-626,,,,,,,,,,,,,,,,,
21ur-3277,,,,,,,,,,,,,,,,,
21ur-1875,,,,,,,,,,,,,,,,,
21ur-669,,,,,,,,,,,,,,,,,
21ur-5221,,,,,,,,,,,,,,,,,
21ur-1022,,,,,,,,,,,,,,,,,
21ur-3811,,,,,,,,,,,,,,,,,
21ur-5373,,,,,,,,,,,,,,,,,
21ur-3451,,,,,,,,,,,,,,,,,
21ur-2191,,,,,,1,,,,,,,,,,,
21ur-3179,,,,,,,,,,,,,,,,,
21ur-1305,,,,,,,,,,,,,,,,,
21ur-1051,,,,,,,,,,,,,,,,,
21ur-688,3,,,,,2,,,2,1,0.9,,,,,,
21ur-4811,,,,,,,,,,,,,,,,,
21ur-1083,,,,,,,,,,,,,,,,,
21ur-3985,,,,,,,,,,,,,,,,,
21ur-4932,,,,,,,,,,,,,,,,,
21ur-788,,,,,,,,,,,,,,,,,
21ur-798,,,,,,,,,,,,,,,,,
21ur-3562,,,,,,,,,,,,,,,,,
21ur-1847,,,,,,,,,,,,,,,,,
21ur-5409,,,,,,,,,,,,,,,,,
21ur-2025,,,,,,,,,,,,,,,,,
21ur-264,,,,,,,,,,,,,,,,,
21ur-1909,,,,,,,,,,,,,,,,,
21ur-15,,,,,,,,,,,,,,,,,
21ur-3264,,,,,,,,,,,,,,,,,
21ur-781,,,,,,,,,,,,,,,,,
21ur-1623,,,,,,13,,,,,,,,,,,
21ur-5024,,,,,,,,,,,,,,,,,
21ur-3460,,,,,,,,,,,,,,,,,
21ur-859,,,,,,,,,,,,,,,,,
21ur-2760,,,,,,,,,,,,,,,,,
21ur-4600,,,,,,,,,,,,,,,,,
21ur-5321,,,,,,,,,,,,,,,,,
21ur-1560,,,,,,,,,,,,,,,,,
21ur-5387,,,,,,,,,,,,,,,,,
21ur-2393,,,,,,,,,,,,,,,,,
21ur-2277,,,,,,,,,,,,,,,,,
21ur-2300,,,,,,,,,,,,,,,,,
21ur-1819,,,,,,,,,,,,,,,,,
21ur-347,,,,,,5,,,,,,,,,,,
21ur-5092,,,,,,,,,,,,,,,,,
21ur-874,,,,,,,,,,,,,,,,,
21ur-5067,,,,,,,,,,,,,,,,,
21ur-832,,,,,,,,,,,,,,,,,
21ur-2177,,,,,,,,,,,,,,,,,
21ur-39,,,,,,,,,,,,,,,,,
21ur-3564,,,,,,,,,,,,,,,,,
21ur-3998,,,,,,,,,,,,,,,,,
21ur-4618,,,,,,,,,,,,,,,,,
21ur-2232,,,,,,,,,,,,,,,,,
21ur-2845,,,,,,,,,,,,,,,,,
21ur-849,,,,,,,,,,,,,,,,,
21ur-2015,,,,,,,,,,,,,,,,,
21ur-5249,,,,,,,,,,,,,,,,,
21ur-4076,,,,,,,,,,,,,,,,,
21ur-1891,,,,,,,,,,,,,,,,,
21ur-3093,,,,,,,,,,,,,,,,,
21ur-3717,,,,,,,,,,,,,,,,,
21ur-2314,,,,,,,,,,,,,,,,,
21ur-399,,,,,,,,,,,,,,,,,
21ur-3474,,,,,,,,,,,,,,,,,
21ur-5305,,,,,,,,,,,,,,,,,
21ur-2009,,,,,,,,,,,,,,,,,
21ur-1592,,,,,,,,,,,,,,,,,
21ur-1491,,,,,,,,,,,,,,,,,
21ur-5245,,,,,,,,,,,,,,,,,
21ur-2323,,,,,,,,,,,,,,,,,
21ur-796,,,,,,,,,,,,,,,,,
21ur-2631,,,,,,,,,,,,,,,,,
21ur-2196,,,,,,,,,,,,,,,,,
21ur-2953,,,,,,,,,,,,,,,,,
21ur-394,,,,,,,,,,,,,,,,,
21ur-5371,,,,,,,,,,,,,,,,,
21ur-3876,,,,,,,,,,,,,,,,,
21ur-4666,,,,,,,,,,,,,,,,,
21ur-3222,,,,,,,,,,,,,,,,,
21ur-4272,,,,,,,,,,,,,,,,,
21ur-2318,6,,,,,0.9,,,1,2,,,,,,,
21ur-2705,,,,,,,,,,,,,,,,,
21ur-3403,,,,,,,,,,,,,,,,,
21ur-3872,,,,,,,,,,,,,,,,,
21ur-746,,,,,,,,,,,,,,,,,
21ur-1978,,,,,,4,,,,,,,,,,,
21ur-206,,,,,,,,,,,,,,,,,
21ur-2665,,,,,,,,,,,,,,,,,
21ur-1023,,,,,,,,,,,,,,,,,
21ur-4473,,,,,,,,,,,,,,,,,
21ur-3102,,,,,,,,,,,,,,,,,
21ur-170,,,,,,,,,,,,,,,,,
21ur-1277,,,,,,,,,,,,,,,,,
21ur-3490,,,,,,,,,,,,,,,,,
21ur-1002,,,,,,,,,,,,,,,,,
21ur-4904,,,,,,,,,,,,,,,,,
21ur-4389,,,,,,,,,,,,,,,,,
21ur-4850,,,,,,,,,,,,,,,,,
21ur-3862,,,,,,,,,,,,,,,,,
21ur-812,,,,,,,,,,,,,,,,,
21ur-3937,,,,,,,,,,,,,,,,,
21ur-4843,,,,,,,,,,,,,,,,,
21ur-3024,1,,,,,2,,,,,,,,,,,
21ur-2461,,,,,,,,,,,,,,,,,
21ur-1773,,,,,,,,,,,,,,,,,
21ur-1637,,,,,,,,,,,,,,,,,
21ur-4761,,,,,,,,,,,,,,,,,
21ur-1333,,,,,,,,,,,,,,,,,
21ur-4730,,,,,,,,,,,,,,,,,
21ur-4127,,,,,,,,,,,,,,,,,
21ur-3164,,,,,,,,,,,,,,,,,
21ur-1679,,,,,,,,,,,,,,,,,
21ur-1921,7,,,,,2,,,,,,,,,,,
21ur-1414,,,,,,,,,,,,,,,,,
21ur-4907,,,,,,,,,,,,,,,,,
21ur-1036,1,,,,,1,,,20,0.5,,,,,,,
21ur-3747,,,,,,,,,,,,,,,,,
21ur-2124,2,,,,,3,,,,,,,,,,,
21ur-4778,,,,,,,,,,,,,,,,,
21ur-2364,,,,,,,,,,,,,,,,,
21ur-104,,,,,,,,,,,,,,,,,
21ur-3943,,,,,,6,,,,,,,,,,,
21ur-4829,,,,,,,,,,,,,,,,,
21ur-2107,,,,,,,,,,,,,,,,,
21ur-4304,,,,,,,,,,,,,,,,,
21ur-2305,,,,,,,,,,,,,,,,,
21ur-1815,,,,,,,,,,,,,,,,,
21ur-2439,,,,,,,,,,,,,,,,,
21ur-658,,,,,,,,,,,,,,,,,
21ur-4263,,,,,,,,,,,,,,,,,
21ur-2597,,,,,,,,,,,,,,,,,
21ur-4195,,,,,,,,,,,,,,,,,
21ur-3901,,,,,,,,,,,,,,,,,
21ur-4956,,,,,,,,,,,,,,,,,
21ur-1793,,,,,,20,,,,,,,,,,,
21ur-1060,,,,,,,,,,,,,,,,,
21ur-792,,,,,,,,,,,,,,,,,
21ur-1389,1,,,,,1,,,,,,,,,,,
21ur-1156,,,,,,,,,,,,,,,,,
21ur-4112,,,,,,,,,,,,,,,,,
21ur-3725,,,,,,,,,,,,,,,,,
21ur-4180,,,,,,,,,,,,,,,,,
21ur-4938,,,,,,,,,,,,,,,,,
21ur-4597,,,,,,,,,,,,,,,,,
21ur-4913,,,,,,,,,,,,,,,,,
21ur-2660,,,,,,,,,,,,,,,,,
21ur-5114,,,,,,,,,,,,,,,,,
21ur-128,,,,,,,,,,,,,,,,,
21ur-3499,,,,,,,,,,,,,,,,,
21ur-840,,,,,,,,,,,,,,,,,
21ur-3214,,,,,,,,,,,,,,,,,
21ur-1662,,,,,,,,,,,,,,,,,
21ur-3435,,,,,,,,,,,,,,,,,
21ur-247,,,,,,,,,,,,,,,,,
21ur-1185,,,,,,,,,,,,,,,,,
21ur-4449,,,,,,,,,,,,,,,,,
21ur-1006,6,,,,,1,,,,,,,,,,,
21ur-2518,,,,,,,,,,,,,,,,,
21ur-5005,,,,,,,,,,,,,,,,,
21ur-1953,,,,,,,,,,,,,,,,,
21ur-720,,,,,,,,,,,,,,,,,
21ur-3351,,,,,,,,,,,,,,,,,
21ur-3548,,,,,,,,,,,,,,,,,
21ur-2127,,,,,,,,,,,,,,,,,
21ur-141,,,,,,,,,,,,,,,,,
21ur-5297,,,,,,,,,,,,,,,,,
21ur-3256,,,,,,,,,,,,,,,,,
21ur-2886,,,,,,,,,,,,,,,,,
21ur-2244,,,,,,,,,,,,,,,,,
21ur-4642,,,,,,,,,,,,,,,,,
21ur-3467,,,,,,,,,,,,,,,,,
21ur-1068,,,,,,,,,,,,,,,,,
21ur-2643,,,,,,,,,,,,,,,,,
21ur-3296,,,,,,,,,,,,,,,,,
21ur-5115,,,,,,0.9,,,,,,,,,,,
21ur-2508,,,,,,,,,,,,,,,,,
21ur-243,,,,,,,,,,,,,,,,,
21ur-150,,,,,,0.5,,,,,,,,,,,
21ur-3119,,,,,,,,,,,,,,,,,
21ur-3813,,,,,,,,,,,,,,,,,
21ur-4417,,,,,,,,,,,,,,,,,
21ur-3082,,,,,,,,,,,,,,,,,
21ur-2784,,,,,,,,,,,,,,,,,
21ur-5065,,,,,,,,,,,,,,,,,
21ur-4177,,,,,,,,,,,,,,,,,
21ur-2150,,,,,,,,,,,,,,,,,
21ur-2925,,,,,,,,,,,,,,,,,
21ur-3916,,,,,,,,,,,,,,,,,
21ur-5285,,,,,,,,,,,,,,,,,
21ur-132,,,,,,,,,,,,,,,,,
21ur-5222,,,,,,,,,,,,,,,,,
21ur-806,,,,,,,,,,,,,,,,,
