Gene_id,3-fold embryo Ce,4-cell embryo Ce,adult Ce,dauer larva Ce,elongating embryo Ce,embryo Ce,enclosing embryo Ce,fully-elongated embryo Ce,gastrulating embryo Ce,L1 larva Ce,L2 larva Ce,L2d-dauer molt Ce,L3 larva Ce,L4 larva Ce,late cleavage stage embryo Ce,newly molted young adult hermaphrodite Ce,post dauer stage Ce,proliferating embryo Ce
WBGene00044262,47,7,32,17,44,21,49,41,100,191,12,15,6,188,44,157,49,265
WBGene00044263,0,1,0,1,4,0,1,9,0,422,2,0,0,3,1,2,1,16
WBGene00044264,20,2,5,1,6,8,1,55,1,27,5,3,0,42,0,0,11,62
WBGene00044265,0,0,2,0,1,6,1,7,3,73,11,2,3,17,2,3,0,24
WBGene00044266,0,0,0,1,0,4,1,1,0,7,2,0,0,3,3,1,1,18
WBGene00044267,0,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0
WBGene00044268,20,3,119,21,38,37,10,60,5,104,12,22,1,133,30,80,12,44
WBGene00044270,0,3,23,1,2,2,5,13,3,25,4,3,151,3472,8,81,8,87
WBGene00044271,0,0,2,1,0,0,1,1,1,36,0,0,1,16,0,4,0,4
WBGene00044272,11,14,1000,560,1,88,7,82,40,1129,14,2259,579,18577,9,662,71,498
WBGene00044275,0,0,0,2,0,1,3,15,0,24,1,6,0,8,2,1,0,54
WBGene00044276,1,1,4,8,1,8,0,13,1,32,1,5,0,26,0,3,11,38
WBGene00044277,0,0,2,3,0,1,1,1,1,6,0,1,1,16,0,2,0,19
WBGene00044278,0,0,37,8,1,2,0,7,1,305,4,26,1,45,1,1,4,2
WBGene00044279,0,3,14,5,2,0,0,2,4,3,1,1,2,10,0,4,4,17
WBGene00044280,541,11,1274,3088,1967,3934,809,4475,2779,12508,491,4379,473,4873,1527,94,3788,4892
WBGene00044281,123,20,202,18,541,646,883,1267,3291,260,8,19,2,44,867,52,9,5865
WBGene00044282,0,1,0,65,5,0,3,4,2,16,1,2,1,10,2,3,15,6
WBGene00044283,3364,5,306,516,3487,634,180,3622,94,5377,283,233,320,3722,481,400,433,1925
WBGene00044284,0,0,8,4,1,0,1,6,1,32,2,28,7,289,2,3,14,4
WBGene00044285,3,4,5,5,5,3,18,15,29,113,2,5,2,20,12,9,4,109
WBGene00044286,0,1,2,4,2,1,7,13,3,8,5,18,3,9,11,15,13,23
WBGene00044287,25,2,49,6,15,25,8,165,8,285,59,49,59,97,9,60,34,45
WBGene00044288,64,8,9,21,44,18,1,114,11,122,8,11,0,142,9,14,36,120
WBGene00044289,210,2,12,32,190,36,14,163,10,475,61,35,76,170,23,54,68,33
WBGene00044290,136,752,3219,345,143,1437,101,528,1433,198,111,329,391,1525,56,1929,188,6948
WBGene00044291,957,0,87,305,637,139,3,1465,49,1894,192,470,342,1145,49,367,424,214
WBGene00044292,3,0,177,10,6,12,3,46,1,2810,7,18,0,194,6,0,7,93
WBGene00044293,0,1,2,797,0,4,1,8,0,31,6,5137,2,10,6,4,220,5
WBGene00044294,56151,27,1847,4029,43677,8193,199,41963,381,13679,12098,12766,2212,14231,4930,1706,5204,12050
WBGene00044295,5,3,7,299,7,5,5,92,0,1283,83,732,29,199,2,20,223,46
WBGene00044296,29,6,464,27,168,34,131,245,338,2207,444,109,1225,1236,139,2082,386,172
WBGene00044297,946,12,24,413,680,138,35,974,52,2015,317,309,79,394,86,31,400,424
WBGene00044298,7,1,59,5,5,1,5,9,0,42,11,2,33,687,5,59,1,10
WBGene00044299,4,2,5,11,1,2,1,56,7,118,19,10,20,296,2,16,53,39
WBGene00044300,69,2,158,353,40,19,3,211,2,264,30,107,161,1644,14,371,117,53
WBGene00044301,1671,8,248,1453,1357,530,13,1930,56,1975,215,736,354,402,254,252,698,715
WBGene00044302,24,1,42,20,33,4,0,29,7,156,15,2,40,285,10,78,8,45
WBGene00044303,2901,7,38,344,4254,784,815,2959,1119,2986,535,1333,128,250,1494,34,199,1496
WBGene00044304,3746,11,93,655,3730,672,187,4174,243,1448,461,494,211,515,787,138,467,2214
WBGene00044305,1483,922,3798,2456,2129,1733,412,2401,1525,3365,985,1647,1657,2672,998,3220,1521,9627
WBGene00044306,4,5,19,14,4,1,3,3,3,12,3,16,0,1068,8,15,1,7
WBGene00044307,0,3,3,0,5,1,10,6,2,10,2,1,0,431,11,10,0,1
WBGene00044308,20,3,1,7,14,9,0,32,2,109,14,7,4,74,6,10,5,45
WBGene00044309,10,2,1,0,25,4,4,33,19,16,3,1,1,92,15,2,8,99
WBGene00044310,480,99,698,925,606,267,98,716,246,928,281,518,383,654,198,846,680,856
WBGene00044311,33,14,55,1027,34,40,5,320,15,1852,156,517,82,178,18,74,697,113
WBGene00044312,10,10,171,49,25,22,19,93,57,132,10,15,72,3353,14,484,43,194
WBGene00044313,3,3,15,349,6,14,3,120,7,1698,43,111,17,722,9,13,162,151
WBGene00044314,17,22,85,0,22,130,207,177,2075,33,1,2,0,20,88,8,1,3069
WBGene00044315,0,6,1,7,0,0,5,8,3,37,2,5,2,32,8,3,2,13
WBGene00044316,378,1,191,172,46,800,0,4990,14,1776,214,496,468,677,4,234,460,599
WBGene00044317,1,7,3,0,4,0,0,9,2,41,5,2,4,48,2,7,1,10
WBGene00044318,1202,83,1058,2006,3652,1183,4138,2660,10946,2519,335,1485,756,1502,3271,1884,2572,3486
WBGene00044319,1829,931,3181,620,1968,1388,281,2641,1338,3941,820,592,297,2117,835,2119,464,13469
WBGene00044321,3774,482,6393,6997,5017,2857,457,7077,1340,6471,3437,4630,4792,7652,2033,6985,4164,6053
WBGene00044322,389,132,723,979,897,1394,644,1653,1604,2119,313,947,450,2067,564,652,790,3151
WBGene00044323,599,183,562,698,1025,500,396,698,759,963,261,457,376,914,419,953,1035,1662
WBGene00044324,4916,1333,5844,889,7150,2733,3355,4324,4640,3559,2416,1165,1996,14880,3509,4675,1722,10338
WBGene00044325,1332,1252,3065,1291,1440,1277,100,1941,666,5944,972,1521,534,1726,420,2648,1161,4889
WBGene00044326,1179,957,2546,2700,2312,1781,1057,3488,5296,3334,603,1443,1310,2315,1378,3642,1624,10590
WBGene00044329,2062,1717,10511,2705,3003,3722,864,4520,3635,4936,1012,1412,1362,2580,1740,5728,1417,29772
WBGene00044330,5418,24,249,2658,4665,1448,310,7188,1130,18364,1188,1828,476,503,1484,210,2147,5068
WBGene00044331,60,2,37,39,20,2,1,101,10,289,16,32,41,269,2,46,93,97
WBGene00044332,285,1,94,42,200,40,3,302,13,750,160,77,294,365,21,233,88,73
WBGene00044333,3,0,51,14,3,3,2,17,2,25,4,40,45,387,9,104,7,17
WBGene00044338,8,1,233,32,1,4,2,32,0,389,185,143,380,504,4,147,87,19
WBGene00044339,4,1,4236,17,8,10,0,11,0,123,104,71,1423,8101,1,768,46,37
WBGene00044340,0,0,4,1,0,0,2,1,0,0,0,0,0,26,2,3,0,0
WBGene00044341,489,319,1638,681,916,582,488,729,1817,928,221,627,244,872,639,1354,698,4965
WBGene00044342,753,1,21,364,1411,204,33,996,128,1892,222,169,39,72,322,27,193,451
WBGene00044343,28,6,3,78,16,0,0,39,4,352,20,49,3,105,10,6,24,43
WBGene00044344,1516,257,3131,1036,2036,1536,618,2466,746,3619,1011,1169,1705,3766,916,2837,2030,2210
WBGene00044345,1656,298,2074,563,3350,1607,704,2606,1388,2959,714,643,375,944,1486,1776,550,4641
WBGene00044346,2,3,0,0,2,1,0,4,0,1,9,0,10,482,6,25,1,18
WBGene00044347,24,12,402,27,18,50,37,60,135,219,74,31,132,1149,14,409,15,245
WBGene00044348,57,11,90,132,78,121,12,358,29,1251,43,255,10,314,22,26,101,849
WBGene00044349,0,2,15,28,0,1,1,13,3,585,62,27,22,117,5,17,58,14
WBGene00044350,235,4,317,903,447,54,12,236,20,987,212,962,599,1371,86,340,958,94
WBGene00044352,5,4,2,1,0,2,5,24,2,31,13,1,13,238,10,12,0,23
WBGene00044353,18,2,1,130,18,5,9,138,0,878,133,80,26,212,7,8,70,42
WBGene00044354,18,1,9,114,17,10,2,66,6,1460,89,19,19,190,6,18,67,40
WBGene00044355,151,17,164,279,242,98,76,594,127,450,139,456,117,278,140,106,203,416
WBGene00044356,0,0,6,0,1,0,2,2,0,3,1,0,0,355,4,1,1,1
WBGene00044358,1,0,19,2,2,28,3,25,9,142,16,5,63,1320,9,45,0,310
WBGene00044359,11,5,6,2373,24,42,95,52,195,12,1,2878,3,3,29,3,2670,366
WBGene00044360,22,4,27,39,9,8,0,132,0,37,11,26,37,147,3,34,23,330
WBGene00044361,4,2,75,18,9,0,2,16,1,247,28,13,59,68,2,58,13,4
WBGene00044362,4,2,24,604,4,14,4,31,3,63,12,117,21,400,5,14,234,108
WBGene00044363,25,1,14,537,44,4,11,80,4,1423,26,526,44,203,37,34,317,108
WBGene00044364,0,0,2,0,0,0,6,3,3,0,4,0,1,99,4,0,0,10
WBGene00044365,0,2,6,0,0,0,1,0,1,0,0,0,1,310,0,3,0,2
WBGene00044366,0,1,33,0,1,1,1,1,1,18,1,0,2,4219,2,5,0,1
WBGene00044367,3,33,52,59,15,31,1,31,8,473,53,73,23,142,4,16,228,40
WBGene00044368,0,0,3,15,0,0,0,3,0,30,0,12,1,40,0,1,28,1
WBGene00044369,1,0,1,16,1,1,4,17,2,60,4,11,0,1,7,0,1,7
WBGene00044371,17,32,268,2,41,590,114,329,2298,135,1,19,0,69,59,15,0,10725
WBGene00044372,24,31,363,1,25,410,32,261,1778,111,3,14,0,86,26,8,0,8582
