Gene_id,3-fold embryo Ce,4-cell embryo Ce,adult Ce,dauer larva Ce,elongating embryo Ce,embryo Ce,enclosing embryo Ce,fully-elongated embryo Ce,gastrulating embryo Ce,L1 larva Ce,L2 larva Ce,L2d-dauer molt Ce,L3 larva Ce,L4 larva Ce,late cleavage stage embryo Ce,newly molted young adult hermaphrodite Ce,post dauer stage Ce,proliferating embryo Ce
WBGene00010544,16,0,33,0,20,4,1,12,2,17,0,0,26,369,8,93,0,0
WBGene00010545,94,3,1721,986,55,35,3,198,13,3298,407,615,1143,2405,12,1000,657,73
WBGene00010546,1067,507,1892,2227,1857,2434,794,2403,1553,11952,1128,2051,311,1581,888,1262,1697,6581
WBGene00010547,2,0,599,0,8,0,4,6,3,13,0,0,255,2098,2,454,0,8
WBGene00010550,8497,156,1505,2753,15282,8479,905,15295,3466,34019,1734,2174,756,1347,5357,932,1825,17651
WBGene00010551,1735,545,5391,3539,2203,1875,288,3640,892,7302,1051,1736,1159,1508,1116,3453,1555,5521
WBGene00010552,2548,391,2363,2515,3581,2093,344,5660,1527,7721,1224,1621,673,793,1359,982,1586,9676
WBGene00010553,1372,269,414,433,3211,854,259,3517,2819,873,239,244,212,367,1107,288,469,4246
WBGene00010554,314,3,43,31,231,75,3,485,15,117,116,36,135,386,19,184,93,111
WBGene00010555,9,25,4123,7,9,8,3,16,28,7,2,3,2,754,9,3443,2,67
WBGene00010556,70754,2855,211451,302664,71555,92316,44755,141410,77362,1075324,132409,168595,180568,555808,35174,193870,362009,142265
WBGene00010557,1682,1395,4586,3378,2135,1210,183,2572,723,2581,1247,2128,1684,2573,822,5756,2971,5784
WBGene00010558,7419,26,258,1631,8305,1772,171,10018,591,10184,982,1222,409,561,2683,185,989,4032
WBGene00010559,53,8,26,488,19,11,6,261,5,2526,140,537,82,554,5,43,733,152
WBGene00010560,6183,2596,10785,7595,9849,6477,6521,13008,19049,17825,4710,7013,7147,15531,6026,11822,10094,42212
WBGene00010562,1263,390,2654,3690,1733,946,206,3392,1104,4231,831,2411,1155,1421,786,3140,2795,6035
WBGene00010563,6,4,351,45,13,30,9,46,10,176,51,44,128,2838,12,1598,37,119
WBGene00010564,6265,1403,8260,6916,8854,5321,7645,12431,18553,13142,3484,5681,3935,9432,6754,6168,7904,31849
WBGene00010565,2837,1011,9045,2807,4099,2127,244,6268,1149,11031,2435,1997,3247,3636,1732,5522,2923,10857
WBGene00010566,56,3,28,59,104,193,57,104,133,977,319,48,340,628,41,76,37,422
WBGene00010567,3560,33,700,1065,6261,1818,318,7513,388,4528,1315,1345,1874,6092,1886,1553,635,2252
WBGene00010568,275,569,1743,9,775,2014,9751,2297,32214,220,14,41,7,116,3334,429,3,16934
WBGene00010569,351,5,484,679,1148,186,462,711,1722,939,137,369,301,500,479,549,481,440
WBGene00010570,53,2,2,135,28,1,2,75,3,68,5,30,2,12,9,6,39,53
WBGene00010571,446,1,62,373,527,71,20,524,95,338,85,238,250,332,114,251,254,136
WBGene00010572,1859,139,680,813,2430,2023,468,3593,1132,13680,711,594,240,522,1024,280,640,4676
WBGene00010573,110097,8,778,865,49683,30726,77,189980,5210,11541,22523,3325,8036,10472,4476,326,354,49315
WBGene00010574,310,8,650,34,112,129,4,422,6,176,76,25,283,3089,8,1659,10,125
WBGene00010575,613,7,273,2883,329,161,4,1150,23,21996,1768,2596,192,1428,37,147,2986,708
WBGene00010576,0,6,2,0,0,2,2,15,2,15,1,0,0,140,3,1,2,32
WBGene00010577,0,3,0,0,0,1,1,7,4,36,2,1,0,62,9,6,0,38
WBGene00010578,12,3,37,0,8,18,16,7,85,11,3,0,1,843,4,41,1,224
WBGene00010579,6331,898,7414,18652,7389,6309,5029,11496,6728,34930,7517,7381,6990,18205,5504,8294,16647,11566
WBGene00010580,141,9,24,26,690,347,186,569,806,204,16,12,7,51,346,6,18,1542
WBGene00010581,102,6,628,405,88,60,1,113,18,110,54,110,91,177,50,593,135,73
WBGene00010582,5091,1501,6452,6243,8713,3237,1415,10120,5116,7007,2161,6091,3679,3855,4099,7509,6504,16044
WBGene00010583,1992,2051,6055,1714,2786,4919,1805,4176,6013,2571,628,1287,755,2262,2016,4898,1036,31454
WBGene00010584,23,3,51,74,43,52,52,72,109,586,26,63,11,293,46,30,46,400
WBGene00010585,2849,29,219,522,5264,1716,701,6571,3621,5151,601,372,145,164,2861,62,319,8414
WBGene00010586,84,1,5,18,68,35,3,177,35,209,42,9,5,20,25,5,4,283
WBGene00010587,2609,6,172,812,1350,934,49,4113,208,6185,595,919,230,403,229,210,727,1751
WBGene00010588,2,2,0,61,1,3,4,10,0,113,5,24,2,18,6,1,70,10
WBGene00010589,2,2,21,551,5,3,5,69,1,533,42,491,36,134,8,17,592,42
WBGene00010590,0,3,1,20,1,1,1,14,1,30,1,3,1,18,5,7,44,5
WBGene00010591,3,4,1,27,0,6,2,69,0,292,10,22,3,9,3,6,23,42
WBGene00010592,514,1,26,1098,223,81,9,997,16,3585,282,856,94,201,29,41,783,269
WBGene00010593,2871,9,1251,1069,5831,812,24,2737,98,18375,2601,2958,3953,6822,1309,2381,1264,1490
WBGene00010594,1703,3,26,33,642,686,14,4669,23,916,449,199,357,1936,39,78,33,876
WBGene00010595,260,1,1034,291,1423,240,122,1500,73,1893,886,539,3660,8339,655,4683,670,418
WBGene00010596,7,3,9,2,0,2,5,20,0,15,0,3,5,433,3,40,0,13
WBGene00010597,338,27,26595,2379,368,651,3,1740,22,10623,5262,5824,9850,59739,45,9130,6607,278
WBGene00010598,1,0,3,3,0,0,1,9,1,12,1,0,3,154,4,1,1,10
WBGene00010599,10,1,2,11,19,14,10,18,14,40,5,27,3,30,7,3,6,30
WBGene00010600,4,2,0,4,2,0,2,46,0,39,11,6,0,10,5,5,56,41
WBGene00010601,5,1,2,140,7,3,1,45,0,33,9,67,1,11,4,5,44,33
WBGene00010602,54,4,0,18,6,9,4,147,4,62,31,15,1,16,10,6,17,122
WBGene00010603,26,3,2,41,5,7,7,80,5,243,17,25,8,52,11,4,73,44
WBGene00010604,9,6,6,59,1,8,3,113,1,321,11,40,16,131,10,20,97,83
WBGene00010605,9056,65,25143,2756,2692,2520,6,19379,816,53569,15800,10209,30493,59111,125,21133,7615,3973
WBGene00010606,892,151,407,3,1232,819,55,879,1315,112,8,6,1,104,427,173,1,5131
WBGene00010607,77,5,13,3,30,41,5,157,8,409,9,7,11,45,16,7,8,134
WBGene00010608,597,1464,4061,2874,663,1136,1022,1050,6315,954,234,1487,776,1930,518,5346,1846,13532
WBGene00010609,3085,8003,37985,3278,2061,11772,2075,6522,10172,5912,914,1912,1379,3748,1706,13012,2274,108386
WBGene00010610,1130,8,208,3527,2598,382,535,1326,1123,2267,261,1301,226,545,875,230,1930,809
WBGene00010611,4,6,138,14,2,4,12,18,7,19,2,24,191,3164,4,585,8,25
WBGene00010612,8,3,127,14,16,4,3,18,10,38,1,21,62,4695,8,583,10,86
WBGene00010613,0,10,1471,163,3,3,2,14,3,62,3,106,9,1084,5,2313,78,6
WBGene00010614,27,8,46,8021,34,44,4,96,13,3548,87,11430,56,182,6,43,4128,154
WBGene00010615,3060,781,3883,3153,4680,2680,1550,6856,2764,6464,1210,2180,1459,2246,2762,3116,2301,10412
WBGene00010616,2596,414,1657,2213,5047,1104,3590,3976,5811,3312,1211,1903,2327,4474,2709,3612,2449,3852
WBGene00010617,25,9,622,861,85,18,13,55,47,134,42,521,159,1531,37,990,389,80
WBGene00010618,0,1,1,19,0,0,0,2,1,5,2,1,0,6,1,1,1,6
WBGene00010619,427,157,147,294,1227,250,2987,649,4165,786,181,225,135,128,1386,267,223,929
WBGene00010620,2280,1313,7985,9750,3528,2624,437,6451,2377,6505,1484,4612,3930,6062,1436,7534,6235,13617
WBGene00010621,18246,7233,55036,1876,13984,5259,61,12305,1044,4161,4338,1780,6365,6120,2260,20656,789,29365
WBGene00010622,2433,950,3463,2569,4106,2207,449,4713,1625,4201,1271,1638,1810,2253,2050,3317,2135,9322
WBGene00010623,23,29,252,72,39,32,6,60,37,100,50,55,121,831,16,632,33,227
WBGene00010624,3168,377,2708,2823,5124,1226,437,3689,1721,3820,2069,2007,2665,3684,1915,5077,2771,3270
WBGene00010625,766,326,1503,2306,1839,735,521,1645,2265,3712,638,1597,1172,2596,809,2019,1648,2277
WBGene00010626,3581,1064,3499,4730,6066,3219,1180,7248,6445,4202,1014,2876,1474,2631,2814,3883,3141,15486
WBGene00010627,27443,4312,37881,22135,44344,17923,8335,45049,28481,41514,17151,19017,22759,23990,22926,40645,43280,104313
WBGene00010628,537,6,473,2872,1205,362,111,1449,478,2172,327,1442,881,1586,374,766,2466,331
WBGene00010629,2966,2557,11491,4923,5408,4139,328,8213,2899,5822,1392,2592,2440,3858,2479,8365,3012,21259
WBGene00010630,41,7,138,208,35,18,41,164,50,1662,372,123,1164,1242,26,808,145,49
WBGene00010631,14718,4054,27105,10194,22335,15536,1347,28812,6776,58159,7714,9306,5953,8549,8845,14415,9788,56660
WBGene00010632,1109,5,67,1114,976,121,19,1064,35,1416,504,910,98,295,98,91,793,133
WBGene00010633,0,4,2226,3,0,3,6,2,30,13,0,2,518,23543,3,9068,1,50
WBGene00010634,1,0,303,0,0,1,4,2,2,26,2,1,122,920,8,364,5,12
WBGene00010635,0,1,0,2,0,0,2,13,0,92,3,2,0,5,2,1,0,24
WBGene00010636,29,4,48,0,7,23,0,81,0,479,17,3,60,335,9,104,14,19
WBGene00010637,415,512,879,352,624,505,170,712,1358,567,64,342,122,670,235,800,202,6783
WBGene00010638,1501,766,1772,3148,4365,1123,952,3551,4370,1961,559,1834,1373,1600,2161,3486,2666,4235
WBGene00010639,9017,361,3717,22173,21461,4787,8711,13481,15776,28077,2571,10655,3007,8397,9715,4531,17767,11017
WBGene00010640,1329,16,452,1846,2808,902,2797,1933,3362,6682,1153,1248,307,668,2160,384,1495,1456
WBGene00010641,17492,4946,25247,11307,18972,11788,613,26953,6408,14965,2961,10072,5162,6559,6039,11332,7787,66575
WBGene00010642,3205,10,88,573,3689,393,29,4082,139,1406,123,385,63,105,548,81,488,947
WBGene00010643,246,7,43,92,153,66,1,763,52,2410,139,54,115,116,17,68,50,210
WBGene00010644,269,1,148,1069,96,80,2,1207,55,1676,444,640,651,1007,15,493,1166,216
WBGene00010645,4598,1156,4938,3127,5320,2216,563,6997,2162,8877,2906,2806,4330,7722,1577,6316,2836,8778
WBGene00010646,810,10,564,283,464,128,8,820,28,1309,417,358,917,1110,53,1036,392,159
WBGene00010647,646,20,30,301,342,1361,26,1938,163,1953,139,343,69,89,112,33,309,602
WBGene00010648,813,3,290,1437,131,267,3,3665,9,789,237,964,563,1726,5,1132,1350,467
WBGene00010649,622,7,66,196,834,142,67,728,186,1292,221,249,389,1112,176,333,211,285
WBGene00010650,0,4,186,13,0,2,2,10,9,96,1,5,116,1635,3,905,4,25
WBGene00010651,1,20,588,9,5,2,2,9,21,41,4,10,580,4751,11,2016,6,83
WBGene00010652,539,0,0,16,332,190,0,515,14,147,29,6,18,25,36,2,16,500
WBGene00010653,12,1,2,0,11,5,2,10,2,4,3,0,0,3904,4,1,0,22
WBGene00010654,17,3,7,70,48,28,6,75,48,155,16,23,1,36,21,13,51,265
WBGene00010655,12,2,220,22,34,28,15,56,8,713,68,98,164,819,23,68,228,105
WBGene00010656,0,0,0,0,0,1,0,1,1,32,2,1,7,109,0,3,1,4
WBGene00010657,496,7,638,13,163,70,4,1029,50,1000,784,85,1089,2038,18,709,135,321
WBGene00010658,30,5,453,24,0,63,8,401,21,2061,423,457,1175,2287,12,554,423,128
WBGene00010659,43,1,438,16,19,36,2,102,3,560,226,29,903,2350,16,816,88,40
WBGene00010660,866,15,1526,1007,483,302,10,3035,225,6289,1375,3027,2979,5124,80,4649,2101,760
WBGene00010661,87,21,1866,1189,140,898,9,8436,24,22046,1455,12489,3786,11339,59,3721,316,1737
WBGene00010662,27,2,6,15,92,23,22,71,12,109,5,3,3,34,51,2,9,131
WBGene00010663,336,996,6170,1835,241,1280,38,728,372,788,135,782,1060,1904,118,3551,724,5563
WBGene00010664,3702,1669,16591,2696,4124,4880,220,9694,1898,9879,2498,3190,3211,6329,1311,6130,2763,14198
WBGene00010665,18127,5788,46891,16052,12450,10354,619,39377,4005,77318,13133,17634,11724,22069,3269,24984,18836,29129
WBGene00010666,207,662,1845,866,197,778,35,443,830,1045,116,486,90,351,57,892,529,4256
WBGene00010667,1257,372,1451,1590,747,436,27,1014,187,6792,485,1838,538,1948,107,953,1144,2114
WBGene00010668,0,1,0,7,0,0,3,3,1,115,6,2,0,0,2,0,1,4
WBGene00010669,23,3,21,607,1,22,3,135,6,2624,82,483,30,945,11,42,355,93
WBGene00010670,3495,2071,4391,3428,4914,2629,724,4276,3402,4880,2193,1970,2426,4018,1814,5474,2830,20370
WBGene00010671,5600,1953,7821,3518,5779,4942,1168,9206,5584,6781,1266,2554,1380,2798,2388,4406,1613,34964
WBGene00010672,30,1,36,4,6,10,0,144,3,18,24,9,3,223,3,83,1,17
WBGene00010673,2555,18,260,80,299,1839,16,9184,51,382,5801,85,3234,4632,26,123,48,2210
WBGene00010674,2333,2,23,725,1942,742,3,2623,62,3675,1038,767,90,188,259,50,703,886
WBGene00010675,1792,6,26,209,1827,179,34,1252,37,356,225,137,312,860,205,297,192,294
WBGene00010676,3053,1643,9758,7973,7277,4821,1158,12458,4711,9771,2736,4445,2907,3480,4316,7895,6522,23529
WBGene00010677,11330,4356,46213,27009,18150,14166,3228,24425,11505,54669,18909,15264,14696,17159,11357,26527,25929,59561
WBGene00010678,434,580,9202,1290,698,738,177,705,1184,2162,198,682,2024,4088,339,4584,951,2759
WBGene00010679,2,3,209,22,1,2,0,15,1,27,2,6,91,2522,6,435,6,4
WBGene00010680,5,7,18,307,4,4,0,31,3,118,17,243,21,77,0,34,261,5
WBGene00010681,9206,488,15344,49183,7408,6630,200,21553,793,220361,10570,31709,8328,39032,1653,12317,25639,13376
WBGene00010682,13,3,247,52,55,26,291,85,254,277,19,42,150,1341,155,277,17,85
WBGene00010683,3019,3,10,102,1215,261,4,3820,29,305,162,114,68,211,85,41,79,558
WBGene00010684,10,5,89,95,23,7,4,42,11,2012,52,40,105,435,32,86,199,50
WBGene00010685,2669,3378,17209,2031,3802,5820,1968,6237,6419,5387,1476,1450,1977,4168,3371,9111,1946,40852
WBGene00010686,50,5,29,222,86,47,8,127,9,1361,38,232,25,354,43,131,158,118
WBGene00010687,2502,1639,5430,2435,3696,2781,790,4819,2525,2934,843,1118,782,1322,1800,4161,1164,15625
WBGene00010688,3,3,1,0,1,0,1,10,1,28,5,1,0,4,5,4,0,11
WBGene00010689,12,42,220,2,24,417,41,242,1114,101,6,8,0,25,30,12,1,4930
WBGene00010690,258,348,1428,13,174,382,37,350,435,107,4,16,16,214,80,840,12,5173
WBGene00010691,491,41,139,3,2095,1161,752,1029,1216,82,10,5,18,60,1485,49,7,1928
WBGene00010692,4,2,18,6,4,1,5,25,9,77,2,1,15,419,14,65,9,87
WBGene00010693,17,5,17,77,66,34,347,109,162,1504,32,100,62,418,211,100,90,140
WBGene00010694,2,2,14,2,20,2,3,48,3,632,18,50,38,850,12,52,74,51
WBGene00010697,4466,1471,9436,16718,4390,4276,482,8646,3300,17468,3061,7325,4277,9302,2175,8013,6779,23773
WBGene00010698,18,4,17,65,4,31,2,235,3,111,121,556,91,508,12,240,36,42
WBGene00010699,1799,522,1312,2200,4828,846,3603,2418,5504,3573,621,1457,841,1414,2469,2245,1789,3963
WBGene00010700,6419,690,6578,8246,8867,4167,551,21688,2827,93251,10991,4973,3834,25303,3557,2769,4956,47247
WBGene00010701,15924,404,7856,2406,36450,111750,2629,43894,11412,40941,2943,4041,5595,10070,19858,7037,6709,35073
WBGene00010702,1307,645,2584,1673,1970,1625,145,3197,601,4276,1091,1414,837,1252,766,1138,1384,6312
WBGene00010703,4280,17,774,2521,3254,1285,22,8226,145,7690,2161,6576,3057,3305,600,977,1257,2618
WBGene00010704,927,245,671,710,2145,976,363,2856,2249,1545,311,662,264,306,1089,454,542,6113
WBGene00010705,12,4,93,628,45,7,4,180,22,198,71,1110,252,182,63,111,329,40
WBGene00010706,13,4,337,505,6,3,3,58,14,902,170,753,299,460,6,200,225,40
WBGene00010707,8,2,106,70,3,1,4,29,5,535,11,45,9,96,11,48,15,56
WBGene00010708,180,21,75,22,120,113,9,266,39,462,27,8,3,125,26,16,10,908
WBGene00010709,1471,529,2303,2663,2138,1246,246,2468,947,5780,977,1416,802,972,1025,2488,1724,5217
WBGene00010711,124,4,29,239,201,191,31,231,46,961,386,70,53,232,88,62,108,445
WBGene00010712,7,4,297,75,7,4,7,26,3,78,19,36,153,7173,9,162,35,114
WBGene00010713,5371,833,5121,2400,9358,4447,617,12726,2580,8663,2985,2392,1796,3831,3638,3663,2468,13670
WBGene00010714,6681,19,49,68,2311,1155,18,7594,111,244,1253,438,456,2395,179,86,14,2033
WBGene00010715,6,0,6,30,17,5,4,21,24,16,3,43,2,810,7,11,49,26
WBGene00010716,497,4,9,361,194,59,8,757,10,1416,132,280,104,363,39,48,276,420
WBGene00010717,26,3,38,155,35,24,3,150,23,442,47,279,43,360,8,33,55,86
WBGene00010718,37,0,14,103,51,12,5,65,0,358,9,82,18,86,12,18,74,36
WBGene00010719,13,3,672,30,23,57,14,61,35,135,39,22,227,3809,17,745,13,204
WBGene00010720,2186,818,5410,1640,2713,3535,366,5596,1544,3876,1073,1686,1493,2025,1208,2385,1678,12582
WBGene00010721,922,443,2501,1227,1093,976,398,1605,853,1409,668,1045,1049,2196,527,2266,1032,3545
WBGene00010722,525,11,219,4176,389,299,11,1198,27,7376,6131,2198,257,597,77,144,2614,308
WBGene00010723,1616,7,1418,2023,390,1303,1,5477,20,842,2447,6685,1949,38345,23,2802,1171,852
WBGene00010724,1018,20,915,1162,621,441,17,3346,98,12619,1627,1140,1773,1728,170,1237,1099,924
WBGene00010725,4107,378,1669,1169,5915,2653,1176,6551,2627,7621,2119,1081,2624,4280,2450,1966,1237,8451
WBGene00010726,1756,689,2351,548,3706,2869,955,5443,2942,8206,1312,360,330,580,2510,665,393,11158
WBGene00010727,14384,30,2914,7879,37831,5077,951,13731,1052,20681,5704,13711,12356,25989,9460,10812,6329,6432
WBGene00010728,0,3,164,9,2,1,3,7,1,22,1,5,159,1378,9,286,7,6
WBGene00010729,0,3,0,5,0,0,0,0,1,24,0,0,0,1,0,3,0,0
WBGene00010730,11387,3624,17518,23239,9452,8429,890,18263,9737,85539,3951,12505,3213,8361,3004,9926,12267,68891
WBGene00010731,9031,1528,16104,15846,21781,16005,2938,38642,11486,230989,8527,10852,3670,5376,16288,7821,12129,61638
WBGene00010732,1824,599,3585,6666,1990,1403,73,5208,577,8488,1601,3150,2966,3189,766,4942,4218,4063
WBGene00010733,0,40,0,2,0,15,0,2,0,0,0,1,0,2,0,1,3,0
WBGene00010734,244,85,2068,1743,421,332,37,650,166,851,204,751,665,1113,173,2067,897,987
WBGene00010735,19,9,25,1675,29,21,4,121,6,2501,109,841,69,137,14,63,900,55
WBGene00010736,9225,1784,12503,9608,9656,5402,717,14493,3594,40460,7006,7492,3337,6818,3973,8218,7960,20451
WBGene00010737,90,3,35,452,42,34,3,351,3,581,122,291,28,221,5,81,169,44
WBGene00010738,76721,212,2607,2627,97709,28267,1106,120237,7003,8000,22168,3339,20178,6293,24283,626,1299,52826
WBGene00010740,1943,6,348,5468,4244,175,362,1840,656,4151,312,2621,189,908,939,540,3276,521
WBGene00010741,98,6,17,799,20,20,2,378,4,2386,137,521,95,503,8,54,461,257
WBGene00010742,38290,24,516,3066,48567,5999,1176,31039,1009,35803,3569,3413,2658,4826,6888,539,3733,11068
WBGene00010743,160,4,6,10,264,6,11,96,3,172,11,1,6,436,57,26,17,65
WBGene00010744,5371,13,728,5151,10007,2952,593,10857,2122,28256,1633,2670,1126,1764,4215,482,2356,12453
WBGene00010745,68,6,142,14,13,75,2,1195,17,1007,565,225,1864,4792,7,1271,462,245
WBGene00010746,62,3,14,1,73,5,4,60,5,91,17,35,19,90,27,25,40,26
WBGene00010747,522,9,85,185,391,52,13,887,28,555,131,164,193,768,66,160,258,372
WBGene00010748,15,4,0,1,10,2,3,13,0,10,9,1,0,1122,9,5,2,13
WBGene00010749,0,5,429,23,1,19,8,56,4,786,288,354,1724,3020,9,1273,259,43
WBGene00010750,89,2,147,151,87,19,12,453,9,1145,773,229,570,545,27,373,410,59
WBGene00010752,7,1,60,155,1,10,0,66,4,2235,144,120,213,239,3,100,215,16
WBGene00010753,131,6,14,378,21,56,16,329,31,268,146,127,77,389,25,25,301,357
WBGene00010754,23,6,40,256,15,9,6,65,8,447,130,129,253,783,17,113,175,88
WBGene00010755,5963,19,2138,3138,4392,2160,58,7855,183,6765,1145,2320,1237,5246,717,1195,3556,4244
WBGene00010756,2892,12,479,2001,2222,1185,33,4245,184,14543,2242,1853,491,1537,345,319,1345,1903
WBGene00010757,985,114,535,551,1824,1026,720,2569,1260,1693,470,523,292,371,1184,377,572,3311
WBGene00010758,4493,511,4086,945,2786,2161,234,5081,991,8984,2557,955,1587,1982,741,2146,1332,9546
WBGene00010759,18474,588,3566,16703,22321,6052,2200,29106,6128,17402,5601,6717,8505,10971,7490,6363,10891,21882
WBGene00010760,8,1,61,56,3,124,6,2148,4,594,116,482,492,2794,5,419,6,347
WBGene00010761,1,2,3,58,2,2,1,68,2,115,2,531,27,139,7,31,5,32
WBGene00010762,4,4,1,32,3,3,4,76,4,144,4,20,4,11,9,4,11,52
WBGene00010763,11,5,189,9,38,8,4,75,1,186,5,9,211,927,15,142,3,18
WBGene00010764,0,3,3,15,1,1,5,6,1,35,3,28,6,44,7,3,13,19
WBGene00010765,41,3,10,306,59,48,4,430,3,1197,26,188,102,169,29,68,346,78
WBGene00010766,3877,224,3402,4599,4736,2778,1224,7266,3650,11909,3093,3268,3722,5499,2331,4929,3705,7846
WBGene00010767,992,666,2166,884,2344,1357,900,2243,3251,2915,483,736,319,1290,1065,1247,626,5837
WBGene00010768,104,16,422,209,81,181,19,251,102,1163,88,203,127,677,58,202,159,802
WBGene00010769,454,36,16930,671,160,394,35,2206,99,23228,6656,2601,12242,9538,38,7560,5296,557
WBGene00010770,494,519,6054,1739,368,912,21,1705,339,13758,1389,1482,1049,3663,132,1963,1209,4702
WBGene00010771,306,108,947,346,395,413,70,568,293,784,193,442,412,914,178,805,619,1684
WBGene00010772,217,11,881,6917,149,165,8,1412,30,13092,1022,10012,1942,3045,43,1689,6077,342
WBGene00010773,72,4,117,685,26,20,3,188,13,14385,280,386,196,684,10,91,707,64
WBGene00010774,1219,6,121,614,1157,275,8,1563,85,1440,298,500,422,762,167,204,424,378
WBGene00010775,87,2,4,54,14,30,2,296,1,799,61,67,15,133,4,11,39,244
WBGene00010776,4286,379,1648,2482,6541,4518,386,8868,1926,7634,1283,2624,1079,1531,2785,916,1562,12185
WBGene00010777,1,0,0,0,0,1,0,4,0,3,1,1,0,1,0,0,0,5
WBGene00010778,5521,1598,13092,26584,10744,9416,3412,14465,7898,17464,3292,35417,7525,14937,7823,8437,16588,27220
WBGene00010779,22,4,203,91,17,14,1,44,15,60,7,27,81,535,4,376,45,40
WBGene00010780,2789,1174,6496,1999,5630,4807,631,8948,1991,15555,2726,2215,4936,6490,2266,8029,1555,14931
WBGene00010781,138,16,1653,366,171,127,10,231,39,387,46,192,278,3154,58,1840,204,601
WBGene00010782,19,10,49,199,1,33,2,123,18,237,32,147,36,196,6,33,75,112
WBGene00010783,1255,534,4253,1339,3027,2009,1750,2880,2815,6174,1621,1461,1564,5880,1337,4322,1894,6458
WBGene00010784,139,3,55,1467,44,169,3,1065,23,2559,2959,1169,281,433,15,180,957,276
WBGene00010785,10947,7375,76559,9626,24238,39417,5618,54831,46437,32791,10859,6977,10332,25522,22585,27508,8251,429005
WBGene00010786,8,6,77,61,2,11,7,26,12,67,17,39,74,286,8,141,22,26
WBGene00010787,761,816,5527,1050,359,834,31,981,432,698,194,439,690,985,173,2653,385,6606
WBGene00010788,120,12,214,1442,80,132,35,725,134,1342,365,1508,323,561,77,326,1187,405
WBGene00010789,20,8,57,5335,7,18,9,180,3,6943,91,4711,49,728,17,186,5805,101
WBGene00010790,3545,11,16744,34442,1834,610,5,13900,244,216723,9992,9280,9205,11453,275,4504,44376,1472
WBGene00010791,78,6,29,349,272,27,9,174,17,2953,45,217,25,238,81,10,255,370
WBGene00010792,1156,4,33,82,1378,420,220,1393,256,553,80,150,52,253,414,52,61,1514
WBGene00010793,5621,29,10405,4268,3519,1385,31,7772,454,22396,6217,4724,11312,31534,314,9352,5989,1556
WBGene00010794,8129,3210,29415,12551,6292,9468,1079,17051,6736,142199,16938,13346,19857,31529,2248,21694,13303,50837
WBGene00010795,1465,8,392,809,1456,375,13,1223,75,9267,211,1341,169,1011,167,101,713,775
WBGene00010796,12735,30,1692,8888,4725,4552,18,22087,455,78535,11624,6148,2328,3221,554,1809,6076,6324
WBGene00010797,0,1,1,241,0,0,1,2,2,2,4,84,0,4,5,10,118,5
WBGene00010798,0,2,0,144,0,0,1,3,1,0,1,68,0,1,0,6,74,5
WBGene00010799,11,4,74,58,2,4,5,38,3,791,42,134,86,719,5,80,97,23
WBGene00010800,3,2,1,34,1,14,3,20,2,71,18,18,0,12,8,7,6,27
WBGene00010801,11,2,1,1,1,11,2,42,2,39,30,0,8,471,3,9,2,45
WBGene00010802,0,0,1,99,4,1,0,5,0,10,4,46,0,12,3,5,118,22
WBGene00010803,2121,20,168,495,3867,1137,527,1979,1029,2939,242,334,193,253,1731,206,753,1187
WBGene00010804,0,4,4,47,1,0,4,24,4,174,7,20,30,491,8,23,18,71
WBGene00010805,305,197,757,755,495,437,91,957,298,4073,322,456,417,1308,320,668,384,1728
WBGene00010806,10386,3558,23777,14205,10966,12715,794,20678,6457,78500,12337,8071,4654,5695,4726,8224,9062,66006
WBGene00010807,2162,1723,4525,2025,2051,2173,684,3363,2478,3890,780,919,841,1393,1078,3511,1017,17506
WBGene00010808,239,199,4818,12,290,3916,1014,5476,8950,385,11,51,2,151,583,90,8,53136
WBGene00010809,3220,268,5417,12246,4672,2379,4584,8114,5652,22398,2184,4422,3271,7158,3304,4339,4461,7053
WBGene00010810,1486,1096,7124,6132,1837,1999,148,4326,1004,10512,1707,6983,3047,3900,849,4237,2862,10236
WBGene00010811,3128,6,1931,8952,1008,616,33,6094,279,8189,1103,7750,2631,3046,127,2173,7009,1015
WBGene00010812,1387,183,1965,1682,2418,1107,1593,2512,2133,3901,872,1786,1389,4511,1458,2776,2490,2387
WBGene00010813,5981,26,1649,7297,5183,2566,111,14626,470,72800,3296,6694,3188,3760,1270,2218,5343,7481
WBGene00010814,593,286,2664,1907,782,663,199,755,468,1660,639,724,503,809,315,2471,1060,2757
WBGene00010815,1325,738,7838,3164,2476,1804,480,3606,1064,3543,990,1361,892,3070,1392,4867,2011,9454
WBGene00010817,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,5
WBGene00010818,6,9,0,27,0,1,0,20,4,168,11,21,6,41,3,5,14,48
WBGene00010819,0,1,0,9,1,1,1,14,2,49,2,3,1,8,5,1,1,10
WBGene00010820,2,1,3,2,3,0,1,29,4,47,9,1,1,6,2,4,8,46
WBGene00010821,9,1,24,10,2,1,6,27,1,391,7,8,0,320,6,6,15,59
WBGene00010822,995,10,300,1708,348,151,8,3012,154,2623,471,1214,983,2162,49,917,1873,1058
WBGene00010823,5,0,0,2,0,4,2,5,1,21,6,1,0,6,3,0,0,17
WBGene00010825,8,5,92,51,6,25,3,34,5,265,29,19,65,552,12,94,32,58
WBGene00010827,904,61,789,4156,1280,1400,59,1842,186,14359,942,5874,1014,3362,298,667,3037,1413
