GeneName, elongating_embryo_collapse, L1_larva _collapse, L2 larva  collapse, dauer_larva _collapse,L3_larva _collapse,adult _collapse
ghi-1,675,37062,360,2827,456,70
rad-23,8914,7756,6358,9821,7389,9701
coa-7,834,1348,307,2261,809,449
nep-1,2458,8192,4881,14068,2627,1687
clec-95,0,4,3,1,1,18
clec-94,1,28,4,1,0,46
clec-93,5,5,3,0,0,1
clec-96,0,18,3,0,0,17
clec-97,0,35,2,3,0,115
clec-98,0,6,1,1,0,2
clec-99,4,25,3,5,2,44
ZK131.11,1837,33432,3679,6206,1271,537
ZK218.1,9,88,9,3,15,18
ZK218.3,0,85,8,0,5,2
ZK218.4,10,574,24,6,31,4
ZK218.5,1,210,31,0,38,5
nhr-248,1,7,0,1,0,0
ZK218.7,0,53,6,0,14,1
ZK218.11,3,16,31,0,10,5
ZK228.1,2,93,3,3,1,4
ZK228.3,270,346,79,17,740,157
ZK228.4,68,929,207,30,1056,217
ZK262.2,505,1078,98,76,85,26
ZK262.3,74,682,50,155,53,15
ZK262.4,1,5,3,5,49,25
ZK262.8,2,18,15,28,16,20
ZK262.9,3,25,7,58,26,27
kri-1,432,783,185,749,389,38
ZK265.3,1,16,2,11,167,304
sre-23,275,1028,69,178,15,6
nol-16,7508,2233,831,3830,1345,886
ZK265.7,3329,3885,599,1302,593,30
cutl-8,1254,98,743,33,133,2
ZK285.2,23,488,1,151,0,0
ZK287.1,18380,12083,759,735,404,45
sulp-8,2458,6451,840,3939,1229,336
nlp-73,98,3932,347,1362,156,250
ZK287.4,4335,543,3623,107,519,131
ztf-9,1999,834,254,985,334,504
ZK287.7,1184,2026,219,1978,474,543
ZK287.9,0,67,162,233,556,95
tep-1,12052,65791,9474,16392,12152,2280
klu-1,186,35456,1540,4842,795,153
scl-19,1,4,2,12,9,0
scl-20,8,8,1,305,0,1
asp-18,1,9,5,51,7,0
npr-9,34,410,20,85,16,5
ZK455.5,388,624,105,723,79,30
hizr-1,26,540,82,618,315,74
ZK507.1,9,16,2,3,133,130
ZK507.3,15,1,4,0,210,172
dos-1,40,500,101,86,435,81
ZK512.1,7752,371,164,33,204,60
ZK512.2,6080,7166,1290,9985,2911,1502
ZK512.4,3392,3046,827,1188,1940,1289
sec-16,19934,44658,7492,9622,10176,8275
ZK512.7,0,258,131,241,1614,1301
ZK512.8,15,21,5,22,277,558
ZK512.10,3,1,1,5,19,88
ZK512.11,3309,526,126,457,162,30
ZK524.4,4666,19553,3099,7374,2730,5063
ZK550.2,97,5112,277,493,1032,296
ZK550.3,6923,15236,6534,8464,10791,6042
gtf-2E1,1586,3360,468,1874,1136,2323
ZK550.5,2,23,2,23,686,425
ZK550.6,4869,5883,1286,6094,2184,1686
pyk-2,1708,13222,1563,10554,5634,1627
ZK593.2,4,1308,98,2773,120,55
ZK593.3,81,1296,399,1941,2549,216
fic-1,6183,3671,558,5159,1295,1528
ZK596.1,0,16341,1552,368,423,188
ZK596.2,20,149,16,16,26,132
ZK596.3,551,151,305,21,372,20
lips-6,7,30,220,19,123,2
ZK632.2,2086,3848,693,4282,1507,1579
riok-3,7939,8747,2027,9061,2816,1976
ZK632.4,7052,22909,2003,3804,3601,2730
ZK632.5,2705,1939,635,3592,1109,1112
panl-3,16061,36782,6896,8547,3297,4982
ZK632.9,4425,13823,9655,11586,4614,4896
ZK632.10,10981,12790,1606,7483,2685,3936
ZK632.11,3145,3108,435,4541,917,599
ZK632.12,3401,2552,430,1647,984,1083
ZK632.14,1855,1528,396,2565,813,691
svop-1,2857,9889,583,2497,925,175
ZK637.2,5038,11814,3663,5275,3817,1870
lnkn-1,9717,14070,2493,7417,3480,3235
ZK637.4,145,124,33,90,101,35
asna-1,9457,12688,2028,8520,4213,1769
tpk-1,345,714,101,617,148,118
trxr-2,668,1536,323,1736,523,177
ZK637.12,9,189,7,87,130,190
glb-1,4919,6794,1311,12378,702,545
ZK637.14,3644,1050,383,785,467,197
ZK637.15,3,13,1,4,13,8
arrd-15,870,3718,217,774,182,22
ZK643.2,2085,395,106,367,258,676
seb-2,30,5119,278,343,281,180
ZK643.5,7832,8530,1635,5725,2363,2898
ZK643.6,12,16,2,956,4,5
ZK643.7,2,12,2,5,0,2
ZK662.2,60,608,2251,183,1227,48
ZK662.5,16,8,5,1,1,59
ZK666.1,13,2,1,0,0,16
ZK666.2,1,1,1,0,5,30
clec-58,0,8,6,1,7,1
ZK666.4,16,4,2,0,0,10
clec-59,0,6,4,197,0,0
clec-60,6,86,848,1517,1543,62
clec-61,39,7051,354,123,473,21
ZK666.8,6,9,2,58,88,125
ZK666.11,0,1,5,986,1,0
ZK666.12,0,2,3,746,0,0
spv-1,14027,22485,2609,6477,3277,462
ZK669.2,4660,600,554,88,903,84
ZK669.3,38,1117,12,355,153,187
dbt-1,4394,23352,5120,3381,8916,4409
ZK669.5,790,1337,301,2182,508,24
ZK673.1,241,1350,460,1084,1021,619
ZK673.2,3039,68727,2253,13205,2976,3031
ZK673.4,1201,1473,204,455,274,220
ZK673.5,65,306,26,70,10,46
ZK673.6,0,86,16,11,108,100
clec-143,3,475,63,0,97,23
sdz-37,40,26,4,7,1,51
ZK673.11,231,2056,157,542,53,12
rev-1,2071,2425,1029,3357,1090,921
ZK675.4,3504,83,6,30,8,1
nhr-255,0,32,4,6,2,0
ZK678.3,20,9,5,9,15,16
srxa-9,0,6,1,2,0,2
ZK757.1,32,1112,158,214,39,12
ZK757.2,1257,7747,293,1291,253,30
dhhc-4,9158,11523,1004,4205,1882,1354
ZK792.1,7192,1794,944,3769,1700,438
ZK792.4,144,7651,195,390,414,34
ZK792.5,3876,6012,660,5109,2027,1033
ZK792.7,2962,1270,184,1406,389,76
atg-4.2,3834,2157,337,1147,498,378
ipmk-1,762,3305,351,669,236,122
ZK795.2,34,52,9,13,120,116
ZK795.3,4106,6994,927,3869,1941,1118
snb-7,7,18,2,12,12,13
ZK809.1,53,30,8,10,206,117
ZK809.3,9409,16315,5137,11295,9987,4615
ZK809.5,5777,4302,614,2431,1377,1880
ZK809.8,830,30884,2443,15233,5330,974
ZK822.1,14715,2221,85,440,166,49
ZK822.2,10963,2195,447,4787,1781,467
ZK822.4,44,20847,5913,10405,5212,914
ZK822.5,566,7527,652,3913,1362,597
ZK829.1,41,244,39,313,142,14
ZK829.3,665,82,407,27,166,2
gdh-1,14700,882480,80388,84025,148953,63242
ZK829.7,5764,42144,2298,12673,5241,3735
ZK829.9,4030,239,58,52,96,5229
ogdh-2,7761,24990,4651,8553,7557,6323
ZK836.3,4813,3332,188,874,93,19
ZK849.1,4,902,64,65,617,61
gopc-1,91,3714,446,1968,177,36
best-25,0,27,3,1,209,87
best-26,6,21,14,4,184,37
ZK849.6,0,9,3,1,22,54
ZK856.4,68,23,10,205,13,13
ZK856.5,480,1216,457,660,919,237
ZK856.6,43,1352,165,598,37,2
ZK856.7,2629,9428,1562,13237,4539,1471
chpf-1,12164,6433,1656,9863,2723,1400
rpc-25,1699,2599,356,2082,788,408
ZK856.11,3858,4267,668,4367,925,999
hpo-40,600,295,319,2073,1870,3640
tftc-3,7495,5510,1391,6960,2831,3812
gld-4,10011,42819,5638,11338,2795,12257
ZK858.2,28,31,6,48,92,440
clec-91,1806,279,26,328,177,10998
ZK858.5,2340,5268,334,2926,804,741
ZK858.6,14617,29498,7021,8615,10137,10709
ZK858.7,4322,3620,689,3535,1664,1445
ZK858.8,2,9,5,24,96,128
ZK863.1,13,434,64,387,26,1
elpc-3,3678,7044,873,6772,2294,1638
usip-1,4840,5765,1429,6244,2629,8354
ZK863.8,217,52106,467,4849,816,93
ZK892.3,0,57,11,1,67,116
ZK892.4,50,100,6,5,19,7
ZK892.5,11,66,9,7,202,172
ZK892.6,6,270,8,4,4,50
sdz-38,885,25,5,19,3,37
ZK896.1,16,190,35,12,69,37
NA,5,89,39,37,207,41
ZK896.4,40,1136,99,50,217,114
ZK896.5,92,4228,145,14,654,137
clec-187,28,487,1002,45,1339,375
clec-186,23,3738,3219,117,4714,1293
nstp-5,2621,8943,819,946,1678,2548
ZK899.1,367,3727,474,1922,342,186
ZK899.2,14725,2132,1438,382,3774,1663
ZK899.3,304,50,8,1,8,5
ZK899.5,48,0,5,0,0,40
ZK899.6,67,5,5,0,0,86
ZK899.7,149,816,33,134,23,2
ZK909.3,634,3240,1382,1999,1261,279
fbxb-70,1349,108,4,188,10,25
ZK909.6,1168,652,756,3579,520,175
vps-15,10362,22134,2711,5584,3904,5620
ZK930.2,54,380,44,495,376,325
vab-23,8117,2726,909,563,571,38
ZK930.4,9,44,6,11,225,656
ZK930.5,25,10,5,17,137,10
ZK930.6,1055,260,30,17,112,57
ZK930.7,57,716,21,32,113,48
ZK938.1,72,22,4,7,143,737
arrd-4,5109,5474,259,892,129,112
ZK938.3,12,547,34,496,10,0
arrd-5,0,304,20,276,17,1
chil-9,15,15,3,19,1,1
rnh-1.2,338,58,40,647,278,779
lact-2,865,16731,1281,29891,1911,1659
puf-12,21250,30884,4601,52832,9526,4035
ZK945.4,256,580,47,658,66,92
ZK945.6,2,12,5,0,83,236
ZK945.7,18,14,3,2,575,778
ZK945.8,0,10,1,0,17,10
nep-26,412,48540,2006,5945,1221,258
clpp-1,1867,2874,630,1891,1156,795
ZK970.7,3,10252,133,44,210,72
ZK970.8,4,4,3,3,140,369
ZK971.1,329,1745,308,1913,71,19
ZK1010.2,861,2818,932,1748,1314,1294
frg-1,3831,1904,517,1865,932,1182
ZK1010.4,104,466,111,55,95,16
ZK1010.5,5,95,8,0,1290,1651
ZK1010.8,2623,1612,122,280,226,32
ZK1025.3,6,13,8428,32,3386,45
ZK1025.4,0,8,682,1,398,3
nhr-244,0,2,1,0,2,17
NA,19,2,89,3,20,0
irld-62,1,32,3,4,0,0
srt-22,23,22,3,59,0,0
nhr-246,130,39,7,1917,3,1
nhr-247,5,18,2,2,0,0
ZK1037.6,0,585,71,91,75,185
srz-10,0,141,8,52,7,1
ZK1053.1,2,214,16,3,9,2
ZK1053.2,1,117,11,3,435,386
ZK1053.3,545,1163,65,370,40,15
ZK1053.4,12022,165,26,35,32,872
scrm-2,0,452,46,124,77,10
ZK1053.6,9,33,3,2,248,234
mmcm-1,3470,33997,7037,25447,9057,7180
ZK1058.3,383,1451,119,380,250,218
ccdc-47,20906,35210,5452,28148,10555,7144
nit-1,2919,8392,403,10088,735,129
ZK1058.9,894,8417,3676,2931,5428,2508
ZK1067.3,1566,3161,640,2394,934,1193
ZK1067.4,108,4440,281,1483,286,41
ZK1073.1,7313,140868,5058,6098,2602,1781
ZK1073.2,762,11709,310,2092,389,91
obr-3,4309,15308,1151,4446,1239,716
ZK1086.2,9,111,38,73,140,20
ZK1086.3,0,30,1,0,2,0
ZK1098.1,10310,8185,1292,6178,2967,2664
ZK1098.2,4533,3686,669,3224,1594,1498
ZK1098.3,3507,439,221,343,193,126
eif-2Balpha,3395,2222,893,2078,1414,750
trpp-3,3956,2562,763,1411,1132,830
ZK1098.6,111,122,35,194,233,173
mrps-23,2633,2095,1004,878,1869,941
ZK1098.9,1,29,4,9,40,87
ZK1098.11,305,681,293,814,343,178
ZK1128.1,2087,1774,566,2478,1247,765
mett-10,1447,1594,235,1616,573,701
ZK1128.3,35,37,9,29,164,56
gtf-2H3,1811,1476,369,2474,1025,1639
ttll-4,5486,18464,1218,6374,1912,2938
ZK1128.7,717,30099,1201,1664,890,333
vps-29,2820,5319,1228,1706,1381,1707
ZK1225.1,453,3,56,2,52,0
ZK1225.2,98,4,18,3,34,0
ZK1225.4,0,7,2,0,216,113
ZK1225.5,5,3,5,1,20,38
htas-1,5,1,0,1,74,124
ZK1251.3,135,8,3,0,130,26
sdz-36,25,17,4,1,0,26
dcaf-1,7886,14105,3041,9414,5080,5430
ZK1307.1,3868,5056,8700,193,9766,688
ZK1307.2,1,185,49,25,185,1
ZK1307.3,1,44,7,3,43,41
ZK1307.4,0,17,1,2,79,223
ZK1307.7,69,2096,132,561,80,14
ZK1307.8,9675,8889,5339,7741,9303,4251
ZK1307.9,2334,9430,360,2446,478,1091
gstk-1,1431,844,861,326,1668,505
ZK1320.2,458,13745,5241,546,10877,2750
ZK1320.3,66,32354,4846,338,10948,3218
cyp-13A10,1683,777,207,79,158,3
ZK1320.5,39,1288,20,231,22,2
ZK1320.7,1013,2082,116,777,223,284
ZK1320.9,1125,19798,3012,4987,5238,6275
ZK1320.11,4732,1341,442,902,405,171
ZK1321.1,2,66,10,38,8,5
shk-1,907,13208,857,4498,799,147
ZK1321.4,129,62281,3336,7158,5831,1887
D2023.1,957,5624,511,8805,607,81
NA,6322,29699,4524,13709,7904,3261
NA,154145,647256,53143,279795,98212,27170
bkip-1,2350,541,107,317,98,12
NA,1464,1846,455,864,522,565
NA,69,100,9,73,26,28
NA,6,65,2,2,12,7
NA,39,127,13,26,20,32
C05D12.3,305,4612,5997,273,13260,2589
C06C3.9,37,166,17,207,45,6
zipt-2.1,2272,5000,1267,2836,1887,516
NA,1,26,1,1,1,0
NA,0,2,0,20,0,0
NA,2,7,1,4,1,0
NA,0,27,5,0,45,3
srz-25,0,8,2,3,0,0
NA,0,16,6,45,0,0
NA,11,85,14,12,2,0
cyp-25A3,1938,1380,205,2078,143,86
C37A5.3,38,2792,14,3468,11,19
C37A5.5,0,120,3,33,0,0
C37A5.6,0,61,3,97,0,0
NA,17,222,77,61,3,6
NA,0,7,2,183,0,0
NA,173,141,10,175,172,3
NA,83,76,9,0,0,6
NA,103,82,8,16,22,6
NA,90,465,53,35,12,26
NA,4,65,5,27,3,0
NA,29,507,15,236,38,2
NA,6,33,17,18,39,7
NA,31,11,6,62,0,1
NA,1,5,2,0,0,0
NA,8,146,5,6,3,1
F46A8.11,38,761,121,23,227,71
NA,0,29,11,1,8,0
NA,5006,8627,1000,8998,1360,524
NA,120,187,7,134,0,14
NA,13,170,9,89,12,13
H40L08.2,2940,14781,1502,10395,2649,1700
NA,2,49,3,61,1,1
NA,0,30,5,32,0,1
K08E5.1,38,1687,113,62,34,142
NA,0,6,1,9,1,0
M04D5.1,22,11,5,3,2,89
NA,16,36,5,13,26,3
NA,4,30,9,6,187,196
NA,3,10,7,70,0,0
NA,0,15,3,0,0,0
NA,9,84,6,34,3,80
NA,1,10,6,17,1,1
R13H4.2,57,44865,7012,20465,7262,4825
NA,0,8,1,0,1,0
NA,0,151,26,15,0,0
VM106R.1,373,41163,895,4875,574,132
NA,5,194,5,16,3,1
NA,0,1,0,0,71,26
NA,1,27,6,0,24,2
NA,8,1,1,0,2,3
Y18D10A.22,10,247,60,18,143,32
Y37H9A.5,194,6569,94,1732,137,181
NA,2,11,1,0,0,0
NA,0,0,1,25,2,2
NA,4,56,17,340,59,23
Y52B11A.11,58,79,13,42,95,72
NA,786,808,105,683,194,155
NA,68,67,21,283,109,115
NA,184,61,17,30,1,1
Y57G11C.28,14,13,4,6,0,1
Y57G11C.30,9,16,3,303,0,17
NA,0,75,4,12,0,0
NA,4,22,2,6,10,0
mdt-9,5997,2241,747,1633,1349,1067
NA,3,39,13,82,30,8
NA,49,31,3,1,0,42
NA,12,749,110,621,846,2004
NA,173,339,31,62,16,14
NA,53,35,6,12,3,1
Y106G6D.5,4454,3346,788,3421,1324,755
NA,2,24,3,4,0,3
NA,7,653,31,116,18,17
NA,10,375,35,141,52,6
NA,1,91,6,24,3,0
NA,5,4,1,2,0,0
NA,0,89,5,118,1,1
NA,169,1698,39,648,181,1251
best-23,899,4166,483,1571,538,29
AC7.3,0,19,3,3,182,121
AH9.1,54,1378,44,84,42,19
NA,4362,785,227,546,416,307
AH9.4,31,3915,59,308,17,3
B0025.4,4299,719,288,1298,509,453
B0034.1,73,6056,131,255,338,22
B0034.2,0,14,2,1,1,0
B0034.4,10,360,6,53,32,57
B0034.5,55,404,52,342,74,17
B0041.1,10,82,12,11,71,2
ain-2,27555,74698,7301,24773,8885,9447
lmd-2,2067,4818,267,710,354,197
B0041.5,4673,4490,991,2941,1953,2601
ptps-1,1494,447,227,164,353,70
B0041.8,2668,1399,300,2072,922,1736
bath-20,41,235,45,69,63,30
bath-24,131,128,39,939,195,82
math-1,17,12,3,21,20,11
B0205.1,3816,1297,629,2791,1493,1898
srz-85,1,86,18,118,24,2
B0205.4,5384,231,270,362,531,3
B0205.5,9,42,3,31,6,9
B0205.8,2226,1301,444,1608,815,663
B0205.9,2746,2913,382,1905,831,1600
B0205.10,10,120,9,11,1090,528
mrpl-9,4840,4240,2238,7422,4289,1590
B0207.1,8,130,9,98,96,110
B0207.2,77,837,47,279,42,53
B0207.5,125,203,36,31,22,69
B0207.6,1547,1463,273,1849,580,655
B0207.7,7,107,27,16,312,53
B0207.8,0,60,2,19,0,0
B0207.9,0,18,2,5,41,42
B0207.10,0,312,46,645,54,8
B0207.11,4,12,5,4,50,171
otpl-1,175,314,194,96,135,40
sre-5,0,282,20,231,3,0
B0212.3,536,361,102,387,145,462
nstp-6,417,683,92,220,377,141
cyp-34A5,3,662,48,1943,39,16
cyp-34A6,60,637,50,2452,86,12
cyp-34A7,14,603,40,229,21,4
cyp-34A8,16,2551,177,2041,508,531
cyp-34A9,612,9789,665,22135,401,243
cyp-34A10,3,4296,64,406,121,7
nlp-34,154,1109,1199,854,1222,148
NA,1587,20219,1891,2128,5128,833
faah-2,615,13197,1380,3899,2923,604
B0218.5,65,299,9,10,153,150
clec-51,9,3654,652,215,1660,551
B0218.7,0,38,2,3,211,498
clec-52,23,2905,774,134,1140,503
B0222.1,21,4571,367,1825,135,27
pitr-2,4,101,3,296,1,0
pitr-3,1192,860,161,480,68,63
B0222.5,106,5537,366,5312,1622,624
gad-3,433,2716,1109,8116,2497,985
B0228.1,682,906,402,2250,592,105
cpna-2,25800,70901,18831,32529,24735,5386
trx-1,1647,1080,23,316,39,4
B0228.6,28699,3104,227,779,120,76
B0228.7,2915,12104,1863,5401,3422,963
B0228.8,5,10,5,3,0,0
B0228.9,0,13,9,88,2,0
B0238.1,614,4106,310,8155,499,90
srt-68,6,21,3,115,0,0
srt-67,0,5,4,134,1,0
srt-70,2,51,8,27,4,2
B0238.7,6,38,6,3775,0,1
srt-69,22,58,11,457,1,0
B0238.9,727,905,165,1129,606,3954
natc-2,10952,8895,2585,3617,3105,3086
B0238.11,14635,6172,1734,4214,2539,2812
B0238.12,46,4060,343,2232,243,66
NA,1,4,1,46,0,0
B0244.4,27,219,30,17,36,8
B0244.5,37,393,70,202,106,20
B0244.6,93,719,57,155,233,41
B0244.7,193,163,33,7,81,4
egg-1,229,731,82,230,538,33716
B0244.9,2,22,1,3,161,77
B0244.10,774,3404,191,851,528,77
B0244.11,2,166,42,0,1,0
B0252.1,727,434,1059,781,450,86
B0252.3,96,5457,453,7018,905,428
B0252.5,0,87,38,31,284,244
B0261.1,6282,10549,1701,5978,2708,2470
mrpl-47,2902,3535,1097,4065,1725,985
B0261.5,4,59,3,4,27,31
B0261.6,4,24,7,83,177,574
B0261.7,1287,895,422,2964,1602,4048
B0261.8,8806,782,1095,1039,1335,225
B0273.1,35,56,18,22,122,182
snpc-3.1,87,83,41,268,165,200
ggtb-1,4166,3906,785,3216,1502,1351
B0280.2,82,419,17,28,52,21
rpia-1,1925,62673,3440,27633,4097,2315
cpg-2,999,1604,245,1671,1400,104236
B0280.7,69,38,875,47,416,6
B0280.9,3932,6837,1037,4466,2070,1798
NA,1947,361,159,920,460,361
B0280.11,4,49,5,3,65,183
viro-2,460,11018,512,504,556,121
B0281.1,3,14,3,0,3,0
B0281.3,37,3566,329,192,688,110
B0281.4,4,35,2,1,0,75
B0281.5,828,115,8,5,0,407
B0281.6,13,337,17,10,30,8
B0281.8,0,15,2,0,1,2
B0286.1,5180,4022,371,1199,429,83
pacs-1,769,6912,3034,19127,2715,724
B0294.1,8,3468,1069,3225,113,9
B0294.3,3,274,20,28,5,3
B0302.2,10,12,3,5,2,4
B0302.4,9,19,1,1,2,4
B0302.5,1251,6777,1533,1307,1610,345
anmt-1,2494,961,493,395,732,89
B0303.3,19059,10483,7325,11907,9476,7428
B0303.4,7842,10048,3336,7493,3339,3693
B0303.7,1882,11460,742,1763,1303,733
sdz-1,229,48,7,48,4,4
vps-33.1,1831,3445,550,2587,1063,1092
B0303.11,202,11347,1382,7631,2525,1109
B0303.14,591,3663,265,1002,273,211
mrpl-11,5389,2756,2642,3195,2440,795
B0304.2,279,173,96,1012,227,721
cyp-23A1,1707,269,340,348,608,5
B0304.4,305,258,26,1294,102,219
B0310.1,1615,2486,628,489,1074,142
B0310.2,4494,4369,564,2898,573,422
B0310.3,83,921,145,553,121,11
ugt-46,1542,22274,3949,5584,5056,904
B0310.6,6,24,66,39,115,3
rbm-26,13650,15869,3436,10020,4791,7591
arle-14,1065,800,211,482,490,1040
abi-1,5340,6921,978,3056,1892,6631
B0336.7,1614,3142,330,1550,792,944
hpo-28,2439,7421,1450,1187,1304,139
B0336.12,49,1366,7,88,10,1
B0336.13,2549,1183,173,1226,447,744
B0348.1,0,79,3,3,0,1
B0348.2,22,193,47,200,88,2
B0348.5,10,49,128,19,82,11
B0353.1,6157,7420,516,1241,411,234
B0361.2,2717,3316,501,3501,975,859
B0361.3,6671,2314,1682,3143,2635,1411
B0361.4,17,2254,181,3011,122,29
psd-1,6672,8801,1631,14353,2429,1991
B0361.6,2808,2459,680,2963,1265,917
pho-5,1284,15971,831,4917,922,942
algn-11,3297,6260,1009,5465,2339,2062
B0361.9,2044,21193,1116,6534,1931,912
ykt-6,7728,33236,2350,6255,2695,1559
B0361.11,9,67,8,22,70,83
B0403.3,38,1472,309,265,420,262
pdi-6,49242,35316,18217,7040,41167,8390
B0403.5,170,1335,613,162,879,59
B0410.1,19,126,3,16,0,0
vang-1,6892,1837,367,313,309,991
B0410.3,1210,35443,1309,13012,1646,403
NA,4910,8364,2348,6791,3613,3394
srz-4,17,210,117,30,3,2
vps-51,4579,3416,1347,5648,1982,1654
tmc-2,9866,6700,1701,2099,1443,197
B0416.2,0,196,3,60,0,5
B0416.3,50,853,65,1538,77,46
B0416.4,71,25,6,45,4,267
B0416.5,33850,74385,10327,11418,10214,7390
B0416.7,6,861,65,1670,489,86
B0432.1,24,76,29,279,20,32
djr-1.1,1825,1871,724,3362,1492,1536
mrpl-41,3106,3006,927,3950,1545,437
misc-1,5819,6493,2216,3158,4808,1924
B0432.7,6935,1659,583,1201,817,1012
B0432.8,352,776,307,668,190,339
B0432.9,181,381,71,295,89,50
B0432.10,680,635,138,633,260,430
B0432.11,0,64,3,6,36,69
clec-117,0,34,0,1,37,46
trul-1,789,952,136,1091,411,580
B0454.5,77,114,141,1284,640,194
B0454.6,892,2672,378,1431,989,423
clec-2,4,49,4,9,1,4
B0454.8,34,36,23,3,3,3
lido-13,1398,1751,181,867,174,315
B0478.3,144,2574,150,1938,51,9
cdk-11.1,4190,2664,1325,5077,2713,1748
B0495.5,3175,3613,659,6989,1464,771
moa-2,3198,1346,1029,1046,644,885
B0495.7,17363,27374,7517,8714,16061,8098
B0495.8,4329,5032,725,2639,1773,1912
B0495.9,1782,4211,442,1703,1012,602
B0496.1,23,46,8,8,67,21
B0496.2,8,43,9,6,19,2
srtx-1,23,254,22,261,21,0
B0496.6,20,23,10,17,43,13
valv-1,2232,643,176,165,706,53
tes-1,5334,4371,490,1324,688,203
B0507.1,5972,1020,2481,570,506,107
B0507.2,4271,13957,1101,4245,1523,417
B0507.3,3907,13976,588,2214,533,72
B0507.4,1,14,2,24,0,0
B0507.5,0,6,2,24,0,1
B0507.6,2,711,32,741,78,11
B0507.7,58,24,5,191,13,5
B0507.8,78,425,34,911,25,8
B0507.9,49,67,4,58,30,4
ddn-1,266,615,78,1944,96,21
B0511.2,107,51,7,81,12,9
fbxa-125,5,37,7,52,86,8
tag-344,17,62,2,160,207,209
cutl-14,42,218,107,1228,294,37
B0511.6,22952,116577,4861,102301,7850,5020
B0511.7,3989,2912,609,2186,926,1437
cdc-26,4595,3380,685,1795,1111,3138
B0511.11,489,231,86,1329,309,209
B0511.12,17426,32297,3895,12418,5736,10168
B0524.2,0,16,5,2,17,53
B0524.3,11,26,3,1,2,0
B0524.4,17,24,7,1,40,13
B0524.5,1,16,3,7,9,10
B0524.6,1006,13968,375,1245,403,459
scl-23,15,3155,68,83,45,100
B0545.4,94,553,32,100,46,64
NA,7965,13093,7335,8234,9219,5642
otub-4,4298,19214,643,3739,866,1916
B0546.3,1306,6516,692,4510,568,720
B0546.4,2249,21520,493,4553,328,448
B0546.5,2,26,13,454,2,0
B0547.2,1,4,2,10,0,0
B0554.1,27,0,2,13,0,0
B0554.2,10,5,6,1,2,3
B0554.4,17,2,17,0,44,5
B0554.5,0,241,98,12,117,15
dod-20,0,432,40,3,120,1
B0554.7,26,133,24,213,26,1
B0563.1,23,51,4,245,12,10
B0563.5,14,391,12,1443,33,36
B0563.6,267,5292,550,1320,216,101
B0563.7,85,1822,97,933,87,18
B0563.8,44,31,3,1,0,22
BE0003N10.1,1161,1474,631,759,1064,1119
chin-1,937,1580,248,635,556,1412
BE0003N10.3,5740,424,920,69,697,50
mct-1,12,16,33,219,110,511
C01B10.3,149,1064,698,1368,1773,587
C01B10.4,926,394,162,1802,232,52
C01B10.6,2436,55160,12149,2922,15831,6729
C01B10.7,1,249,150,16,70,2
C01B10.8,2282,13546,2335,5831,3318,2620
C01B10.9,3701,3519,1364,4418,1700,1446
C01B10.10,2365,866,510,739,760,131
gmeb-1,5272,16443,2317,4818,1394,323
best-3,5190,9110,324,4781,463,120
osta-1,343,1222,104,417,200,80
best-4,134,2047,134,402,155,23
C01B12.8,855,201,69,239,237,443
C01C4.2,0,232,21,74,7,1
C01C4.3,443,29876,2278,6845,1285,124
C01C10.2,655,16758,679,2239,446,250
acl-12,4269,10675,905,3796,1090,369
gtf-2F1,5710,4603,1306,5554,2849,2113
sco-1,1362,2283,1222,1523,1644,782
C01F1.3,18374,1649,4366,424,6105,518
C01F1.4,145,1597,98,2030,44,24
C01F1.5,830,184,1064,99,1692,13
C01F1.6,3451,12098,1775,2984,1143,1891
rga-6,130,15684,887,3357,303,78
C01G5.3,0,16,5,4,264,52
C01G5.4,0,39,3,5,459,75
C01G5.5,500,1154,110,1110,249,643
ddi-1,4369,2842,1377,7370,2413,2739
C01G5.7,405,100,14,144,10,2
fan-1,1345,970,341,2582,832,1183
C01G5.9,5883,44,42,368,256,16
C01G8.1,594,1204,82,332,195,9294
hpo-32,375,862,407,3488,2915,1446
srbc-29,5,3,5,135,0,0
srbc-30,0,1,5,3,0,0
srbc-32,1,3,4,145,1,0
srbc-36,1,8,5,82,0,0
C02B8.1,136,39,8,68,62,47
fbxc-38,51,6,5,6,0,19
C02B8.3,4,2938,388,786,138,46
frpr-1,9,793,39,202,27,6
C02B8.6,4361,8689,568,1310,637,502
C02B8.7,0,4,1,2,0,0
ivd-1,971,17213,4647,11708,10440,6588
snpn-1,2650,948,331,1005,377,488
C02B10.3,16284,13204,2771,2816,1597,284
C02B10.4,6714,6394,1375,2257,1621,2530
C02B10.5,10678,20656,2332,6081,3873,4437
C02B10.6,0,1,0,0,44,96
tyr-1,11,8921,2570,4704,5814,1368
slc-17.3,14,211,140,62,569,81
sup-18,357,2961,184,330,191,39
acdh-6,76,171,414,254,222,25
C02D5.2,5884,1882,614,614,1097,65
gsto-2,102,86,32,88,27,3
catp-2,4,54,8,3570,6,4
C02E7.6,6246,139,13436,55,4202,154
C02E7.7,648,238,4337,42,1847,112
C02E7.8,5,30,3,10,0,0
C02E7.10,7,38,7,15,3,4
nra-4,22435,42295,11750,14885,18047,9541
C02F5.2,96,10,14,22,50,56
C02F5.3,7212,34837,2091,20850,3591,1665
cids-1,4412,2790,677,2776,983,1309
C02F5.5,34,31,7,19,196,322
NA,821,2201,357,2326,970,1252
